source_id,target_id,dependency_type,lag_months,lag_weeks,lag_days,lag_hours
C2012-08_27,C2012-08_365,SS,0,5,5,0
C2012-08_343,C2012-08_366,FS,0,0,0,0
C2012-08_27,C2012-08_366,SS,0,5,5,0
C2012-08_344,C2012-08_367,FS,0,0,0,0
C2012-08_27,C2012-08_367,SS,0,5,5,0
C2012-08_345,C2012-08_368,FS,0,0,0,0
C2012-08_27,C2012-08_368,SS,0,5,5,0
C2012-08_346,C2012-08_369,FS,0,0,0,0
C2012-08_27,C2012-08_369,SS,0,5,5,0
C2012-08_347,C2012-08_370,FS,0,0,0,0
C2012-08_27,C2012-08_370,SS,0,5,5,0
C2012-08_348,C2012-08_371,FS,0,0,0,0
C2012-08_27,C2012-08_371,SS,0,5,5,0
C2012-08_349,C2012-08_372,FS,0,0,0,0
C2012-08_27,C2012-08_372,SS,0,5,5,0
C2012-08_350,C2012-08_373,FS,0,0,0,0
C2012-08_27,C2012-08_373,SS,0,5,5,0
C2012-08_351,C2012-08_374,FS,0,0,0,0
C2012-08_27,C2012-08_374,SS,0,5,5,0
C2012-08_352,C2012-08_375,FS,0,0,0,0
C2012-08_27,C2012-08_375,SS,0,5,5,0
C2012-08_353,C2012-08_376,FS,0,0,0,0
C2012-08_27,C2012-08_376,SS,0,5,5,0
C2012-08_354,C2012-08_377,FS,0,0,0,0
C2012-08_27,C2012-08_377,SS,0,5,5,0
C2012-08_355,C2012-08_378,FS,0,0,0,0
C2012-08_27,C2012-08_378,SS,0,5,5,0
C2012-08_356,C2012-08_379,FS,0,0,0,0
C2012-08_27,C2012-08_379,SS,0,5,5,0
C2012-08_357,C2012-08_380,FS,0,0,0,0
C2012-08_27,C2012-08_380,SS,0,5,5,0
C2012-08_358,C2012-08_381,FS,0,0,0,0
C2012-08_27,C2012-08_381,SS,0,5,5,0
C2012-08_359,C2012-08_382,FS,0,0,0,0
C2012-08_27,C2012-08_382,SS,0,5,5,0
C2012-08_29,C2012-08_31,FS,0,0,0,0
C2012-08_360,C2012-08_383,FS,0,0,0,0
C2012-08_361,C2012-08_384,FS,0,0,0,0
C2012-08_362,C2012-08_385,FS,0,0,0,0
C2012-08_363,C2012-08_386,FS,0,0,0,0
C2012-08_364,C2012-08_387,FS,0,0,0,0
C2012-08_365,C2012-08_388,FS,0,0,0,0
C2012-08_366,C2012-08_389,FS,0,0,0,0
C2012-08_367,C2012-08_390,FS,0,0,0,0
C2012-08_368,C2012-08_391,FS,0,0,0,0
C2012-08_369,C2012-08_392,FS,0,0,0,0
C2012-08_370,C2012-08_393,FS,0,0,0,0
C2012-08_371,C2012-08_394,FS,0,0,0,0
C2012-08_372,C2012-08_395,FS,0,0,0,0
C2012-08_373,C2012-08_396,FS,0,0,0,0
C2012-08_374,C2012-08_397,FS,0,0,0,0
C2012-08_375,C2012-08_398,FS,0,0,0,0
C2012-08_376,C2012-08_399,FS,0,0,0,0
C2012-08_377,C2012-08_400,FS,0,0,0,0
C2012-08_378,C2012-08_401,FS,0,0,0,0
C2012-08_379,C2012-08_402,FS,0,0,0,0
C2012-08_380,C2012-08_403,FS,0,0,0,0
C2012-08_381,C2012-08_404,FS,0,0,0,0
C2012-08_382,C2012-08_405,FS,0,0,0,0
C2012-08_31,C2012-08_313,FS,0,0,0,0
C2012-08_383,C2012-08_314,FS,0,0,0,0
C2012-08_384,C2012-08_315,FS,0,0,0,0
C2012-08_385,C2012-08_316,FS,0,0,0,0
C2012-08_386,C2012-08_317,FS,0,0,0,0
C2012-08_387,C2012-08_318,FS,0,0,0,0
C2012-08_388,C2012-08_319,FS,0,0,0,0
C2012-08_389,C2012-08_320,FS,0,0,0,0
C2012-08_390,C2012-08_321,FS,0,0,0,0
C2012-08_391,C2012-08_322,FS,0,0,0,0
C2012-08_392,C2012-08_323,FS,0,0,0,0
C2012-08_393,C2012-08_324,FS,0,0,0,0
C2012-08_394,C2012-08_325,FS,0,0,0,0
C2012-08_395,C2012-08_326,FS,0,0,0,0
C2012-08_396,C2012-08_327,FS,0,0,0,0
C2012-08_397,C2012-08_328,FS,0,0,0,0
C2012-08_398,C2012-08_329,FS,0,0,0,0
C2012-08_399,C2012-08_330,FS,0,0,0,0
C2012-08_400,C2012-08_331,FS,0,0,0,0
C2012-08_401,C2012-08_332,FS,0,0,0,0
C2012-08_402,C2012-08_333,FS,0,0,0,0
C2012-08_403,C2012-08_334,FS,0,0,0,0
C2012-08_404,C2012-08_335,FS,0,0,0,0
C2012-08_405,C2012-08_336,FS,0,0,0,0
C2012-08_313,C2012-08_289,FS,0,0,0,0
C2012-08_241,C2012-08_289,FS,0,2,1,0
C2012-08_314,C2012-08_290,FS,0,0,0,0
C2012-08_242,C2012-08_290,FS,0,2,1,0
C2012-08_315,C2012-08_291,FS,0,0,0,0
C2012-08_243,C2012-08_291,FS,0,2,1,0
C2012-08_316,C2012-08_292,FS,0,0,0,0
C2012-08_244,C2012-08_292,FS,0,2,1,0
C2012-08_317,C2012-08_293,FS,0,0,0,0
C2012-08_245,C2012-08_293,FS,0,2,1,0
C2012-08_318,C2012-08_294,FS,0,0,0,0
C2012-08_246,C2012-08_294,FS,0,2,1,0
C2012-08_319,C2012-08_295,FS,0,0,0,0
C2012-08_247,C2012-08_295,FS,0,2,1,0
C2012-08_320,C2012-08_296,FS,0,0,0,0
C2012-08_248,C2012-08_296,FS,0,2,1,0
C2012-08_321,C2012-08_297,FS,0,0,0,0
C2012-08_249,C2012-08_297,FS,0,2,1,0
C2012-08_322,C2012-08_298,FS,0,0,0,0
C2012-08_250,C2012-08_298,FS,0,2,1,0
C2012-08_323,C2012-08_299,FS,0,0,0,0
C2012-08_251,C2012-08_299,FS,0,2,1,0
C2012-08_324,C2012-08_300,FS,0,0,0,0
C2012-08_252,C2012-08_300,FS,0,2,1,0
C2012-08_325,C2012-08_301,FS,0,0,0,0
C2012-08_253,C2012-08_301,FS,0,2,1,0
C2012-08_326,C2012-08_302,FS,0,0,0,0
C2012-08_254,C2012-08_302,FS,0,2,1,0
C2012-08_327,C2012-08_303,FS,0,0,0,0
C2012-08_255,C2012-08_303,FS,0,2,1,0
C2012-08_328,C2012-08_304,FS,0,0,0,0
C2012-08_256,C2012-08_304,FS,0,2,1,0
C2012-08_329,C2012-08_305,FS,0,0,0,0
C2012-08_257,C2012-08_305,FS,0,2,1,0
C2012-08_330,C2012-08_306,FS,0,0,0,0
C2012-08_258,C2012-08_306,FS,0,2,1,0
C2012-08_331,C2012-08_307,FS,0,0,0,0
C2012-08_259,C2012-08_307,FS,0,2,1,0
C2012-08_332,C2012-08_308,FS,0,0,0,0
C2012-08_260,C2012-08_308,FS,0,2,1,0
C2012-08_333,C2012-08_309,FS,0,0,0,0
C2012-08_261,C2012-08_309,FS,0,2,1,0
C2012-08_334,C2012-08_310,FS,0,0,0,0
C2012-08_262,C2012-08_310,FS,0,2,1,0
C2012-08_335,C2012-08_311,FS,0,0,0,0
C2012-08_263,C2012-08_311,FS,0,2,1,0
C2012-08_336,C2012-08_312,FS,0,0,0,0
C2012-08_264,C2012-08_312,FS,0,2,1,0
C2012-08_289,C2012-08_265,FS,0,0,0,0
C2012-08_290,C2012-08_266,FS,0,0,0,0
C2012-08_291,C2012-08_267,FS,0,0,0,0
C2012-08_292,C2012-08_268,FS,0,0,0,0
C2012-08_293,C2012-08_269,FS,0,0,0,0
C2012-08_294,C2012-08_270,FS,0,0,0,0
C2012-08_295,C2012-08_271,FS,0,0,0,0
C2012-08_296,C2012-08_272,FS,0,0,0,0
C2012-08_297,C2012-08_273,FS,0,0,0,0
C2012-08_298,C2012-08_274,FS,0,0,0,0
C2012-08_299,C2012-08_275,FS,0,0,0,0
C2012-08_300,C2012-08_276,FS,0,0,0,0
C2012-08_301,C2012-08_277,FS,0,0,0,0
C2012-08_302,C2012-08_278,FS,0,0,0,0
C2012-08_303,C2012-08_279,FS,0,0,0,0
C2012-08_304,C2012-08_280,FS,0,0,0,0
C2012-08_305,C2012-08_281,FS,0,0,0,0
C2012-08_306,C2012-08_282,FS,0,0,0,0
C2012-08_307,C2012-08_283,FS,0,0,0,0
C2012-08_308,C2012-08_284,FS,0,0,0,0
C2012-08_309,C2012-08_285,FS,0,0,0,0
C2012-08_310,C2012-08_286,FS,0,0,0,0
C2012-08_311,C2012-08_287,FS,0,0,0,0
C2012-08_312,C2012-08_288,FS,0,0,0,0
C2012-08_46,C2012-08_53,SS,0,28,4,0
C2012-08_47,C2012-08_52,SS,0,28,4,0
C2012-08_48,C2012-08_51,SS,0,28,4,0
C2012-08_49,C2012-08_50,SS,0,28,4,0
C2012-08_51,C2012-08_57,FS,0,0,0,0
C2012-08_50,C2012-08_57,FS,0,0,0,0
C2012-08_56,C2012-08_57,FS,0,0,0,0
C2012-08_52,C2012-08_58,FS,0,0,0,0
C2012-08_56,C2012-08_58,FS,0,0,0,0
C2012-08_53,C2012-08_502,SS,0,2,6,0
C2012-08_57,C2012-08_502,SS,0,2,6,0
C2012-08_58,C2012-08_502,SS,0,2,6,0
C2012-08_53,C2012-08_503,SS,0,2,6,0
C2012-08_57,C2012-08_503,SS,0,2,6,0
C2012-08_58,C2012-08_503,SS,0,2,6,0
C2012-08_53,C2012-08_504,SS,0,2,6,0
C2012-08_57,C2012-08_504,SS,0,2,6,0
C2012-08_58,C2012-08_504,SS,0,2,6,0
C2012-08_53,C2012-08_505,SS,0,2,6,0
C2012-08_57,C2012-08_505,SS,0,2,6,0
C2012-08_58,C2012-08_505,SS,0,2,6,0
C2012-08_53,C2012-08_506,SS,0,2,6,0
C2012-08_57,C2012-08_506,SS,0,2,6,0
C2012-08_58,C2012-08_506,SS,0,2,6,0
C2012-08_53,C2012-08_507,SS,0,2,6,0
C2012-08_57,C2012-08_507,SS,0,2,6,0
C2012-08_58,C2012-08_507,SS,0,2,6,0
C2012-08_53,C2012-08_508,SS,0,2,6,0
C2012-08_57,C2012-08_508,SS,0,2,6,0
C2012-08_58,C2012-08_508,SS,0,2,6,0
C2012-08_53,C2012-08_509,SS,0,2,6,0
C2012-08_57,C2012-08_509,SS,0,2,6,0
C2012-08_58,C2012-08_509,SS,0,2,6,0
C2012-08_53,C2012-08_510,SS,0,2,6,0
C2012-08_57,C2012-08_510,SS,0,2,6,0
C2012-08_58,C2012-08_510,SS,0,2,6,0
C2012-08_53,C2012-08_511,SS,0,2,6,0
C2012-08_57,C2012-08_511,SS,0,2,6,0
C2012-08_58,C2012-08_511,SS,0,2,6,0
C2012-08_53,C2012-08_512,SS,0,2,6,0
C2012-08_57,C2012-08_512,SS,0,2,6,0
C2012-08_58,C2012-08_512,SS,0,2,6,0
C2012-08_53,C2012-08_513,SS,0,2,6,0
C2012-08_57,C2012-08_513,SS,0,2,6,0
C2012-08_58,C2012-08_513,SS,0,2,6,0
C2012-08_53,C2012-08_514,SS,0,2,6,0
C2012-08_57,C2012-08_514,SS,0,2,6,0
C2012-08_58,C2012-08_514,SS,0,2,6,0
C2012-08_53,C2012-08_515,SS,0,2,6,0
C2012-08_57,C2012-08_515,SS,0,2,6,0
C2012-08_58,C2012-08_515,SS,0,2,6,0
C2012-08_53,C2012-08_516,SS,0,2,6,0
C2012-08_57,C2012-08_516,SS,0,2,6,0
C2012-08_58,C2012-08_516,SS,0,2,6,0
C2012-08_53,C2012-08_517,SS,0,2,6,0
C2012-08_57,C2012-08_517,SS,0,2,6,0
C2012-08_58,C2012-08_517,SS,0,2,6,0
C2012-08_53,C2012-08_518,SS,0,2,6,0
C2012-08_57,C2012-08_518,SS,0,2,6,0
C2012-08_58,C2012-08_518,SS,0,2,6,0
C2012-08_53,C2012-08_519,SS,0,2,6,0
C2012-08_57,C2012-08_519,SS,0,2,6,0
C2012-08_58,C2012-08_519,SS,0,2,6,0
C2012-08_53,C2012-08_520,SS,0,2,6,0
C2012-08_57,C2012-08_520,SS,0,2,6,0
C2012-08_58,C2012-08_520,SS,0,2,6,0
C2012-08_53,C2012-08_521,SS,0,2,6,0
C2012-08_57,C2012-08_521,SS,0,2,6,0
C2012-08_58,C2012-08_521,SS,0,2,6,0
C2012-08_53,C2012-08_522,SS,0,2,6,0
C2012-08_57,C2012-08_522,SS,0,2,6,0
C2012-08_58,C2012-08_522,SS,0,2,6,0
C2012-08_53,C2012-08_523,SS,0,2,6,0
C2012-08_57,C2012-08_523,SS,0,2,6,0
C2012-08_58,C2012-08_523,SS,0,2,6,0
C2012-08_53,C2012-08_524,SS,0,2,6,0
C2012-08_57,C2012-08_524,SS,0,2,6,0
C2012-08_58,C2012-08_524,SS,0,2,6,0
C2012-08_53,C2012-08_525,SS,0,2,6,0
C2012-08_57,C2012-08_525,SS,0,2,6,0
C2012-08_58,C2012-08_525,SS,0,2,6,0
C2012-08_502,C2012-08_478,FS,0,0,0,0
C2012-08_265,C2012-08_478,FS,0,0,6,4
C2012-08_503,C2012-08_479,FS,0,0,0,0
C2012-08_266,C2012-08_479,FS,0,0,6,4
C2012-08_504,C2012-08_480,FS,0,0,0,0
C2012-08_267,C2012-08_480,FS,0,0,6,4
C2012-08_505,C2012-08_481,FS,0,0,0,0
C2012-08_268,C2012-08_481,FS,0,0,6,4
C2012-08_506,C2012-08_482,FS,0,0,0,0
C2012-08_269,C2012-08_482,FS,0,0,6,4
C2012-08_507,C2012-08_483,FS,0,0,0,0
C2012-08_270,C2012-08_483,FS,0,0,6,4
C2012-08_508,C2012-08_484,FS,0,0,0,0
C2012-08_271,C2012-08_484,FS,0,0,6,4
C2012-08_509,C2012-08_485,FS,0,0,0,0
C2012-08_272,C2012-08_485,FS,0,0,6,4
C2012-08_510,C2012-08_486,FS,0,0,0,0
C2012-08_273,C2012-08_486,FS,0,0,6,4
C2012-08_511,C2012-08_487,FS,0,0,0,0
C2012-08_274,C2012-08_487,FS,0,0,6,4
C2012-08_512,C2012-08_488,FS,0,0,0,0
C2012-08_275,C2012-08_488,FS,0,0,6,4
C2012-08_513,C2012-08_489,FS,0,0,0,0
C2012-08_276,C2012-08_489,FS,0,0,6,4
C2012-08_514,C2012-08_490,FS,0,0,0,0
C2012-08_277,C2012-08_490,FS,0,0,6,4
C2012-08_515,C2012-08_491,FS,0,0,0,0
C2012-08_278,C2012-08_491,FS,0,0,6,4
C2012-08_516,C2012-08_492,FS,0,0,0,0
C2012-08_279,C2012-08_492,FS,0,0,6,4
C2012-08_517,C2012-08_493,FS,0,0,0,0
C2012-08_280,C2012-08_493,FS,0,0,6,4
C2012-08_518,C2012-08_494,FS,0,0,0,0
C2012-08_281,C2012-08_494,FS,0,0,6,4
C2012-08_519,C2012-08_495,FS,0,0,0,0
C2012-08_282,C2012-08_495,FS,0,0,6,4
C2012-08_520,C2012-08_496,FS,0,0,0,0
C2012-08_283,C2012-08_496,FS,0,0,6,4
C2012-08_521,C2012-08_497,FS,0,0,0,0
C2012-08_284,C2012-08_497,FS,0,0,6,4
C2012-08_522,C2012-08_498,FS,0,0,0,0
C2012-08_285,C2012-08_498,FS,0,0,6,4
C2012-08_523,C2012-08_499,FS,0,0,0,0
C2012-08_286,C2012-08_499,FS,0,0,6,4
C2012-08_524,C2012-08_500,FS,0,0,0,0
C2012-08_287,C2012-08_500,FS,0,0,6,0
C2012-08_525,C2012-08_501,FS,0,0,0,0
C2012-08_288,C2012-08_501,FS,0,0,6,0
C2012-08_112,C2012-08_454,FS,0,0,0,0
C2012-08_478,C2012-08_454,SS,0,0,3,0
C2012-08_112,C2012-08_455,FS,0,0,0,0
C2012-08_479,C2012-08_455,SS,0,0,3,0
C2012-08_112,C2012-08_456,FS,0,0,0,0
C2012-08_480,C2012-08_456,SS,0,0,3,0
C2012-08_112,C2012-08_457,FS,0,0,0,0
C2012-08_481,C2012-08_457,SS,0,0,3,0
C2012-08_112,C2012-08_458,FS,0,0,0,0
C2012-08_482,C2012-08_458,SS,0,0,3,0
C2012-08_112,C2012-08_459,FS,0,0,0,0
C2012-08_483,C2012-08_459,SS,0,0,3,0
C2012-08_112,C2012-08_460,FS,0,0,0,0
C2012-08_484,C2012-08_460,FS,0,0,3,0
C2012-08_112,C2012-08_461,FS,0,0,0,0
C2012-08_485,C2012-08_461,SS,0,0,3,0
C2012-08_112,C2012-08_462,FS,0,0,0,0
C2012-08_486,C2012-08_462,SS,0,0,3,0
C2012-08_112,C2012-08_463,FS,0,0,0,0
C2012-08_487,C2012-08_463,SS,0,0,3,0
C2012-08_112,C2012-08_464,FS,0,0,0,0
C2012-08_488,C2012-08_464,SS,0,0,3,0
C2012-08_112,C2012-08_465,FS,0,0,0,0
C2012-08_489,C2012-08_465,SS,0,0,3,0
C2012-08_112,C2012-08_466,FS,0,0,0,0
C2012-08_490,C2012-08_466,SS,0,0,3,0
C2012-08_112,C2012-08_467,FS,0,0,0,0
C2012-08_491,C2012-08_467,SS,0,0,3,0
C2012-08_112,C2012-08_468,FS,0,0,0,0
C2012-08_492,C2012-08_468,SS,0,0,3,0
C2012-08_112,C2012-08_469,FS,0,0,0,0
C2012-08_493,C2012-08_469,SS,0,0,3,0
C2012-08_112,C2012-08_470,FS,0,0,0,0
C2012-08_494,C2012-08_470,SS,0,0,3,0
C2012-08_112,C2012-08_471,FS,0,0,0,0
C2012-08_495,C2012-08_471,SS,0,0,3,0
C2012-08_112,C2012-08_472,FS,0,0,0,0
C2012-08_496,C2012-08_472,SS,0,0,3,0
C2012-08_112,C2012-08_473,FS,0,0,0,0
