epoch,total_loss,gae_loss,dgi_loss,cpnt_loss,auc,ap,precision,recall,f1,reconstruction_accuracy,embedding_norm,embedding_shift,cosine_similarity,learning_rate,grad_norm
29,0.9231423735618591,1.1083102226257324,0.9186599850654602,0.18994183838367462,0.9089824557304382,0.8906323909759521,0.6760194537972316,1.0,0.8066964285714286,0.7603763143331489,1.3811676502227783,0.2549460530281067,0.9105279445648193,0.00989445998178071,1.229951630866577
30,0.9449095129966736,1.136384129524231,0.9035787582397461,0.24789518117904663,0.9169060587882996,0.8985441327095032,0.6568520537986187,1.0,0.7928916191311979,0.7387935805201993,1.3261100053787231,0.31881973147392273,0.9039181470870972,0.009883102778550434,1.0685125351868534
31,0.9441606402397156,1.1436364650726318,0.8876147270202637,0.24050039052963257,0.9211104512214661,0.9013137817382812,0.6717472118959108,1.0,0.8036468756949077,0.7556723851687881,1.2973120212554932,0.243423193693161,0.8984386920928955,0.009871172521558523,1.0368355032045948
32,0.9106985926628113,1.109533667564392,0.8820887804031372,0.16304121911525726,0.9101412892341614,0.8967212438583374,0.6842105263157895,1.0,0.8125000000000001,0.7692307692307693,1.2921637296676636,0.2645174264907837,0.8939024806022644,0.009858670610873529,1.0451594981195678
33,0.8975874781608582,1.070507526397705,0.9224910736083984,0.16440103948116302,0.9113787412643433,0.893784761428833,0.6891685736079328,1.0,0.8159855497855046,0.7744881018262313,1.34846830368042,0.25649675726890564,0.8968443274497986,0.009845598513650102,0.6312380862512312
34,0.905785083770752,1.0886168479919434,0.8893534541130066,0.20184417068958282,0.9066581130027771,0.8891155123710632,0.680090327436959,1.0,0.8095878136200717,0.7648035417819591,1.349147081375122,0.23042552173137665,0.8947559595108032,0.009831957763956813,0.8945975895753646
35,0.899308443069458,1.0734176635742188,0.9251196384429932,0.15985305607318878,0.9131110906600952,0.8952814936637878,0.6687638786084382,1.0,0.8015080949212686,0.7523519645821805,1.3405481576919556,0.222671240568161,0.893518328666687,0.009817749962596115,0.8315678476331374
36,0.9057187438011169,1.0995547771453857,0.849202036857605,0.22456924617290497,0.9025383591651917,0.8836073875427246,0.6614202049780381,1.0,0.7962106190790923,0.7440509131156613,1.3192296028137207,0.19952942430973053,0.8919382691383362,0.009802976776916493,0.7153230010774897
37,0.8925396203994751,1.0834383964538574,0.8635585308074951,0.17724642157554626,0.9219146966934204,0.9074928760528564,0.6752615844544095,1.0,0.8061565915681462,0.759546209186497,1.333233118057251,0.20930127799510956,0.8936090469360352,0.009787639940616788,0.7249554181644998
38,0.8784836530685425,1.0822008848190308,0.8115711808204651,0.17513570189476013,0.9141440391540527,0.8942631483078003,0.6808590806330068,1.0,0.8101322573414033,0.7656336469286109,1.3681119680404663,0.21283140778541565,0.8975732326507568,0.009771741253542741,0.7384020858915863
39,0.8993129134178162,1.0956263542175293,0.8491814136505127,0.197611466050148,0.9164425134658813,0.8925402164459229,0.6907492354740061,1.0,0.8170924711734118,0.7761483121195352,1.403192162513733,0.19954955577850342,0.9012501835823059,0.009755282581475769,0.6436751767700835
40,0.8916722536087036,1.0944092273712158,0.8403987884521484,0.1661800593137741,0.9136032462120056,0.8902461528778076,0.6860288534548216,1.0,0.813780680027021,0.7711676812396236,1.390541434288025,0.18651993572711945,0.8975297808647156,0.009738265855914013,0.7205852431333005
41,0.8570502996444702,1.049443244934082,0.8053580522537231,0.1736323982477188,0.9319599866867065,0.9156284928321838,0.7012029491656966,1.0,0.8243613138686132,0.7869396790260099,1.396926760673523,0.2170303463935852,0.8960153460502625,0.009720693073845666,0.6711927196850903
42,0.8601512908935547,1.0544884204864502,0.8043638467788696,0.1757819652557373,0.9273903965950012,0.9068986177444458,0.7089054531188701,1.0,0.8296602387511478,0.7946873270614278,1.4076638221740723,0.2214270532131195,0.8945783972740173,0.00970256629751462,0.5446793356978963
43,0.8956257104873657,1.1057950258255005,0.8385633230209351,0.1500520259141922,0.91193687915802,0.8836101293563843,0.703112840466926,1.0,0.8256796892848983,0.7888765910348644,1.4212590456008911,0.1808735579252243,0.895218551158905,0.009683887654178444,0.6551818704314257
44,0.894840657711029,1.113402247428894,0.8092560172080994,0.1632353514432907,0.9065135717391968,0.8827145099639893,0.697952877558903,1.0,0.8221110100090991,0.7836192584394023,1.3809740543365479,0.19926689565181732,0.8870311975479126,0.009664659335858755,0.663400422650577
45,0.8656762838363647,1.0717694759368896,0.8037179708480835,0.14456751942634583,0.9161381125450134,0.8876730799674988,0.7042088854247857,1.0,0.8264349416876287,0.789983397897067,1.3540652990341187,0.21612921357154846,0.8778353929519653,0.009644883599083958,0.747524907901409
46,0.8439156413078308,1.057397484779358,0.7772496938705444,0.1010979488492012,0.9170467257499695,0.8923755288124084,0.7047581903276131,1.0,0.8268130862502859,0.7905368013281683,1.3785194158554077,0.22875258326530457,0.8787557482719421,0.009624562764624445,0.6308067924847037
47,0.8585915565490723,1.067185401916504,0.7621103525161743,0.18501853942871094,0.9096089005470276,0.8817064762115479,0.6918070444104135,1.0,0.8178320887078525,0.7772551189817377,1.4255049228668213,0.19425919651985168,0.8857558965682983,0.009603699217220239,0.6176249031311418
48,0.8669736385345459,1.090755820274353,0.7667109966278076,0.13894914090633392,0.9215468764305115,0.905347466468811,0.7028393621159083,1.0,0.82549109182275,0.7885998893193138,1.4529281854629517,0.1786137968301773,0.8896996378898621,0.00958229540530113,0.8119258818184322
49,0.8665602207183838,1.0550487041473389,0.8066616058349609,0.21243737637996674,0.9169241189956665,0.8996314406394958,0.6990328820116054,1.0,0.8228597449908925,0.7847260653016048,1.4733750820159912,0.19328831136226654,0.8943854570388794,0.00956035384069935,0.6249418244322973
50,0.8934550881385803,1.0972262620925903,0.8118720054626465,0.21434201300144196,0.9208299517631531,0.8998135924339294,0.6966075558982266,1.0,0.8211770052260849,0.7822357498616491,1.4521433115005493,0.22151048481464386,0.8951624035835266,0.009537877098354786,0.7542577967257983
51,0.8711907863616943,1.0802826881408691,0.7955385446548462,0.16091030836105347,0.9200955033302307,0.9007903337478638,0.6936660268714011,1.0,0.8191296464188577,0.7791920309905921,1.3705768585205078,0.21837638318538666,0.8856934309005737,0.00951486781601281,0.8032434790853058
52,0.8664212226867676,1.0779237747192383,0.8064451813697815,0.12037128210067749,0.9129821062088013,0.8968856334686279,0.7106416899163013,0.9867183176535694,0.8262279888785913,0.7924737133370227,1.2728350162506104,0.2797097861766815,0.866836667060852,0.009491328693914723,0.8451727739964301
53,0.8786652684211731,1.080723762512207,0.8410972356796265,0.13304446637630463,0.9020133018493652,0.8787616491317749,0.696484375,0.9867183176535694,0.8165788871078544,0.7783619258439403,1.284645438194275,0.20777073502540588,0.8701844215393066,0.009467262494480868,0.660283904601767
54,0.8545697331428528,1.0754342079162598,0.7688259482383728,0.11401776969432831,0.9168933033943176,0.8958510160446167,0.6783033033033034,1.0,0.8083202862894207,0.7628666297731046,1.3723057508468628,0.2250770777463913,0.8870047330856323,0.009442672041986457,0.8107618973088697
55,0.8710551261901855,1.0951006412506104,0.7614986896514893,0.15746699273586273,0.9197705984115601,0.9009931087493896,0.6722470238095238,1.0,0.8040044493882091,0.7562257885998893,1.411294937133789,0.19642911851406097,0.8928550481796265,0.009417560222230115,0.6917263522936832
56,0.8753545880317688,1.1071360111236572,0.7310836315155029,0.188680499792099,0.9165881276130676,0.8960498571395874,0.6849886277482942,1.0,0.8130483689538808,0.7700608743774211,1.3738257884979248,0.1852291077375412,0.8879920244216919,0.009391929982195232,0.7834311741267789
57,0.8608790636062622,1.0846068859100342,0.769054651260376,0.11900802701711655,0.9142249226570129,0.8921398520469666,0.7006591702210159,1.0,0.823985408116735,0.7863862755949087,1.29731285572052,0.20813117921352386,0.8752959966659546,0.009365784329704115,0.6224520650816716
58,0.8367894291877747,1.064260721206665,0.7400923371315002,0.08806604146957397,0.9150497913360596,0.8955273628234863,0.7136650868878357,1.0,0.8329108089421525,0.7993912562257885,1.2850762605667114,0.19357122480869293,0.8733888864517212,0.009339126333065008,0.6587644730270554
59,0.8622952699661255,1.071455717086792,0.7805963754653931,0.16181793808937073,0.9185028672218323,0.9025019407272339,0.7083496667973344,1.0,0.8292794860027536,0.7941339236303265,1.3061554431915283,0.2112596482038498,0.8782250285148621,0.00931195912071201,0.6476044186160776
60,0.8721854090690613,1.093632459640503,0.773795485496521,0.15038049221038818,0.9059474468231201,0.8783143758773804,0.7036604361370716,1.0,0.8260571428571429,0.7894299944659657,1.3444666862487793,0.16153298318386078,0.8897255063056946,0.009284285880837946,0.6178271661636525
61,0.8389539122581482,1.0536653995513916,0.7425961494445801,0.1407037228345871,0.9218671917915344,0.901192843914032,0.7022930431403032,1.0,0.8251141552511415,0.7880464858882125,1.387032151222229,0.1732311099767685,0.899639904499054,0.009256109861020212,0.6641074973592354
62,0.8531678318977356,1.0632033348083496,0.7773503065109253,0.13938772678375244,0.9116647839546204,0.8914858102798462,0.6982225656877898,1.0,0.8222980659840728,0.783895960154953,1.3960355520248413,0.2103126049041748,0.9053664803504944,0.00922743436783966,0.5667542737772097
63,0.8814646005630493,1.1189125776290894,0.7642457485198975,0.1270374208688736,0.9080584645271301,0.8867754936218262,0.7001162340178225,1.0,0.8236098450319053,0.7858328721638074,1.3436652421951294,0.18593278527259827,0.901856541633606,0.009198262766492554,0.6281248124177561
64,0.8610373735427856,1.079171061515808,0.7726531624794006,0.13580968976020813,0.9097834229469299,0.8920164108276367,0.7080721003134797,1.0,0.8290892406515256,0.7938572219147759,1.2727397680282593,0.2073320597410202,0.890134334564209,0.009168598480395652,0.9041192910134719
65,0.8596254587173462,1.0677275657653809,0.8054711222648621,0.11747393012046814,0.9097582101821899,0.8877108097076416,0.7077947512730122,1.0,0.8288990825688074,0.7935805201992252,1.3186109066009521,0.2039920836687088,0.8999745845794678,0.009138444990784454,0.7457526972495363
66,0.8313322067260742,1.0521318912506104,0.735531747341156,0.10780039429664612,0.9222927689552307,0.8972470760345459,0.7047581903276131,1.0,0.8268130862502859,0.7905368013281683,1.4533251523971558,0.24738895893096924,0.9167187213897705,0.009107805836304658,0.7049165403603087
67,0.8862273097038269,1.1326228380203247,0.747098982334137,0.13252587616443634,0.9184948801994324,0.8917068243026733,0.6998450813323005,1.0,0.8234221918432445,0.7855561704482568,1.4096499681472778,0.17185483872890472,0.911834716796875,0.00907668461259689,1.1924035087443776
68,0.8565418124198914,1.0563387870788574,0.8126171827316284,0.13056166470050812,0.9241966009140015,0.9073744416236877,0.7156435643564356,1.0,0.8342566943674977,0.801328168234643,1.345149278640747,0.23773765563964844,0.9044170379638672,0.009045084971874737,0.7359922208479694
69,0.8260481357574463,1.0447371006011963,0.7413634061813354,0.09243329614400864,0.9085363745689392,0.8922867178916931,0.7072407045009784,1.0,0.8285190279688216,0.793027116768124,1.314348578453064,0.19628088176250458,0.9021341800689697,0.009013010622496143,0.5077349841955066
70,0.8794629573822021,1.115344762802124,0.7715306282043457,0.11582306027412415,0.9100540280342102,0.8868336081504822,0.7055837563451777,1.0,0.8273809523809524,0.7913669064748201,1.3092870712280273,0.16595295071601868,0.9026806354522705,0.008980465328528218,0.6045135226427966
71,0.8385038375854492,1.0587531328201294,0.7538711428642273,0.09856108576059341,0.9221901893615723,0.9031641483306885,0.702020202020202,1.0,0.8249258160237388,0.7877697841726619,1.343122959136963,0.1923084259033203,0.9075422883033752,0.00894745290930551,0.5747638157941835
72,0.8532665371894836,1.0726438760757446,0.7540748119354248,0.1410767287015915,0.9164183139801025,0.8940315246582031,0.6860288534548216,1.0,0.813780680027021,0.7711676812396236,1.33353590965271,0.17853127419948578,0.9066377878189087,0.008913977238981779,0.5041387488079794
73,0.8475062847137451,1.0584346055984497,0.7515754103660583,0.16367751359939575,0.9192903637886047,0.8947358727455139,0.7006591702210159,1.0,0.823985408116735,0.7863862755949087,1.3426858186721802,0.17193348705768585,0.908580482006073,0.008880042246075364,0.5402460163114905
74,0.8382576704025269,1.0778956413269043,0.7257754802703857,0.06717588007450104,0.9244928956031799,0.9039393067359924,0.7064112587959344,1.0,0.8279495990836198,0.792197011621472,1.3035845756530762,0.15958288311958313,0.9042089581489563,0.008845651913008144,0.727550741925083
75,0.8353358507156372,1.0566350221633911,0.7070351243019104,0.16397342085838318,0.9245538115501404,0.9073151350021362,0.7064112587959344,1.0,0.8279495990836198,0.792197011621472,1.287701964378357,0.17064480483531952,0.9014744162559509,0.008810810275638183,0.5043766135829095
76,0.8446794748306274,1.0523205995559692,0.7619432210922241,0.15200844407081604,0.9208810925483704,0.9070465564727783,0.6928680981595092,1.0,0.8185730464326161,0.7783619258439403,1.301090121269226,0.15291522443294525,0.9021157026290894,0.008775521422786104,0.47306108191158686
77,0.8531941175460815,1.0609283447265625,0.8068091869354248,0.09956522285938263,0.9266241192817688,0.9106866121292114,0.7036604361370716,1.0,0.8260571428571429,0.7894299944659657,1.3210482597351074,0.17889262735843658,0.9025849103927612,0.008739789495755254,0.7201810050658055
78,0.8253298997879028,1.0704843997955322,0.667458713054657,0.10783031582832336,0.9201180338859558,0.9021740555763245,0.7066875244427063,1.0,0.8281393217231898,0.7924737133370227,1.314461350440979,0.15795211493968964,0.8986843824386597,0.008703618687845695,0.6121615312319739
79,0.8552364110946655,1.0842680931091309,0.745395302772522,0.12217821925878525,0.9146152138710022,0.8942294716835022,0.6971450617283951,1.0,0.8215503523528074,0.7827891532927505,1.2834275960922241,0.24217171967029572,0.8915792107582092,0.008667013243862112,0.923991087635262
80,0.8533035516738892,1.0611937046051025,0.7913684248924255,0.12496775388717651,0.917606770992279,0.8946471810340881,0.7075176194205168,1.0,0.8287090116945655,0.7933038184836746,1.3450173139572144,0.18904149532318115,0.9006617665290833,0.008629977459615655,0.9396786505499999
81,0.8319177627563477,1.0570862293243408,0.7407623529434204,0.08316895365715027,0.9256281852722168,0.9027120471000671,0.7105780574125049,1.0,0.8308045977011494,0.7963475373547316,1.4358748197555542,0.2353278398513794,0.9096419811248779,0.008592515681419813,0.8584558707841642
82,0.8697586059570312,1.0881372690200806,0.7911471128463745,0.1272628903388977,0.9154240489006042,0.9001729488372803,0.6960708782742681,1.0,0.8208039972745854,0.7816823464305479,1.3657079935073853,0.30002909898757935,0.9008231163024902,0.008554632305580354,1.663114483164013
83,0.8385589718818665,1.0668162107467651,0.7282854318618774,0.10931944847106934,0.9106392860412598,0.8982216119766235,0.6918070444104135,1.0,0.8178320887078525,0.7772551189817377,1.3376303911209106,0.2647393047809601,0.8948260545730591,0.0085163317778794,0.5406806260833901
84,0.8552365303039551,1.059401035308838,0.8119378089904785,0.11074293404817581,0.9099661111831665,0.888863205909729,0.7033865317244063,1.0,0.8258683729433273,0.789153292750415,1.377986192703247,0.3005661070346832,0.9019896388053894,0.008477618593053694,1.408215591381599
85,0.8632850646972656,1.0922772884368896,0.741140604019165,0.15089011192321777,0.9107317924499512,0.8939082026481628,0.7080721003134797,1.0,0.8290892406515256,0.7938572219147759,1.3806841373443604,0.19635145366191864,0.8993701338768005,0.008438497294267117,1.1862988474635352
86,0.8588666915893555,1.073218584060669,0.7859379053115845,0.12300717830657959,0.9111825823783875,0.8904055953025818,0.7001162340178225,1.0,0.8236098450319053,0.7858328721638074,1.3608334064483643,0.31131625175476074,0.8935980796813965,0.008398972472577539,1.079311347952313
87,0.8387041687965393,1.047642469406128,0.7799630165100098,0.10085245966911316,0.923547625541687,0.9007143378257751,0.7036604361370716,1.0,0.8260571428571429,0.7894299944659657,1.4361985921859741,0.2171248197555542,0.9046343564987183,0.008359048766398031,1.0488937834334573
88,0.844836950302124,1.0441299676895142,0.799949049949646,0.12247803062200546,0.9252821207046509,0.9060659408569336,0.6958028494416635,1.0,0.8206176203451409,0.7814056447149972,1.501793384552002,0.3053737282752991,0.9103343486785889,0.008318730860952523,1.3332830025294622
89,0.8980566263198853,1.1470229625701904,0.7942858934402466,0.075142502784729,0.9203400611877441,0.8936649560928345,0.6931338703490603,1.0,0.8187584956955143,0.7786386275594909,1.4008679389953613,0.27967551350593567,0.8963009119033813,0.00827802348772598,1.83012526902496
90,0.8463557958602905,1.0610350370407104,0.760339617729187,0.1309988796710968,0.9200596809387207,0.8994694948196411,0.7193471337579618,1.0,0.8367677703172031,0.8049252905368013,1.3296306133270264,0.34234264492988586,0.8824678659439087,0.008236931423909138,1.0359851362697488
91,0.8727503418922424,1.0618267059326172,0.8342108726501465,0.18067723512649536,0.9250921010971069,0.9079803824424744,0.7193471337579618,1.0,0.8367677703172031,0.8049252905368013,1.3409854173660278,0.28792300820350647,0.8870567679405212,0.00819545949183788,2.094637935647459
92,0.856484055519104,1.0780168771743774,0.7400373220443726,0.16443000733852386,0.9219666123390198,0.9015357494354248,0.7086274509803921,1.0,0.8294698186825799,0.7944106253458771,1.3955349922180176,0.25312113761901855,0.8961820006370544,0.00815361255842731,0.6427007782267489
93,0.8424250483512878,1.0619502067565918,0.751403272151947,0.11602714657783508,0.924985945224762,0.9038147330284119,0.7119779353821907,1.0,0.8317606444188722,0.7977310459324848,1.4067257642745972,0.21785427629947662,0.8999908566474915,0.008111395534600604,1.0914364907038299
94,0.8465922474861145,1.0934412479400635,0.7064652442932129,0.09274142980575562,0.9080935120582581,0.8865225315093994,0.6993034055727554,1.0,0.8230471418811205,0.7850027670171555,1.366330862045288,0.2965216338634491,0.896252453327179,0.008068813374712687,1.0226646638263037
95,0.847926676273346,1.0621225833892822,0.8041067123413086,0.06417632102966309,0.9088654518127441,0.8866298198699951,0.7091836734693877,1.0,0.8298507462686567,0.7949640287769785,1.3619080781936646,0.21317583322525024,0.896854043006897,0.008025871075968827,1.5609782604479803
96,0.8411175012588501,1.0619205236434937,0.717920184135437,0.1632339358329773,0.9197381138801575,0.9026304483413696,0.6966075558982266,1.0,0.8211770052260849,0.7822357498616491,1.412019968032837,0.2549683451652527,0.9048886299133301,0.007982573677838172,0.6777417084852964
97,0.8448101282119751,1.0786919593811035,0.7176910638809204,0.12114764004945755,0.9223538637161255,0.9012565016746521,0.6984924623115578,1.0,0.8224852071005917,0.7841726618705036,1.4023072719573975,0.1683790236711502,0.903258740901947,0.007938926261462366,1.0153114115819422
98,0.8614226579666138,1.105798602104187,0.7389910221099854,0.08797121793031693,0.9136697053909302,0.8943057060241699,0.7028393621159083,1.0,0.82549109182275,0.7885998893193138,1.3253819942474365,0.2596282362937927,0.890957236289978,0.007894933949059244,1.0696853651241558
99,0.816092312335968,1.0387870073318481,0.6984381675720215,0.12140367180109024,0.9223046898841858,0.9048509001731873,0.7097407698350353,1.0,0.830232023891569,0.7955174322080797,1.3298406600952148,0.18206042051315308,0.8917883038520813,0.007850601903321716,0.6743864578412613
100,0.8470064401626587,1.0575019121170044,0.7896852493286133,0.10055970400571823,0.9201880097389221,0.8994036912918091,0.7036604361370716,1.0,0.8260571428571429,0.7894299944659657,1.3302760124206543,0.20822659134864807,0.8917093276977539,0.007805935326811912,1.0962107660864762
101,0.8373571634292603,1.058451771736145,0.7351057529449463,0.12339753657579422,0.9294556379318237,0.9112181663513184,0.7122585731178558,1.0,0.8319521178637201,0.7980077476480354,1.3695602416992188,0.22279991209506989,0.8970784544944763,0.007760939461350622,0.4902272702906161
102,0.8669955134391785,1.0722038745880127,0.8059388399124146,0.14792338013648987,0.9235748648643494,0.90582275390625,0.6966075558982266,1.0,0.8211770052260849,0.7822357498616491,1.345951795578003,0.21413737535476685,0.8930128216743469,0.007715619587402164,1.308676421798019
103,0.8222570419311523,1.066579818725586,0.6636627912521362,0.10928960144519806,0.9174228310585022,0.9002320766448975,0.7006591702210159,1.0,0.823985408116735,0.7863862755949087,1.370011568069458,0.20704461634159088,0.8957479000091553,0.007669981023454682,0.6159279483837019
104,0.8463060259819031,1.0635242462158203,0.7789497375488281,0.08969349414110184,0.9211452007293701,0.9045418500900269,0.7133833399131465,1.0,0.8327188940092167,0.7991145545102379,1.3647234439849854,0.1803012490272522,0.8930912613868713,0.0076240291253960035,1.110004660154708
105,0.8221144676208496,1.0410937070846558,0.7347849607467651,0.09174652397632599,0.9226973056793213,0.9073269963264465,0.7210694333599361,1.0,0.8379318339902619,0.8065855008301052,1.3697457313537598,0.18460649251937866,0.8930038213729858,0.007577769285885109,0.4959707173031507
106,0.8364694118499756,1.048227310180664,0.732765793800354,0.1622772514820099,0.9239168167114258,0.90675950050354,0.7061352090660414,1.0,0.8277599633531837,0.7919203099059214,1.3647741079330444,0.14794448018074036,0.8924062848091125,0.00753120693371927,0.8177828631111855
