epoch,total_loss,cpm_loss,masked_duration_loss,topological_distance_loss,learning_rate,grad_norm,mae_es,mae_ef,mae_ls,mae_lf,mae_tf,mae_pl,mae_mask,critical_path_accuracy,rmse,r2,pearson
19,0.5774182677268982,1.4435455799102783,4094.05810546875,0.22443121671676636,0.004972729020927865,1.3552304288478818,0.39593973755836487,0.23260726034641266,0.25034797191619873,0.40061482787132263,0.32370105385780334,0.413242906332016,63.984825134277344,0.71875,0.46357908844947815,0.7850944399833679,0.9448668373481418
20,0.5499053001403809,1.3747632503509521,8188.19873046875,0.2134069800376892,0.0049574327492097545,1.175031039380569,0.34929192066192627,0.2477526068687439,0.2239345908164978,0.37386202812194824,0.2721247375011444,0.3682655692100525,85.31646728515625,0.71875,0.3965427577495575,0.8427538275718689,0.9544040085312486
21,0.5405380129814148,1.3513449430465698,5729.390625,0.21385714411735535,0.004938779919951092,0.9129316803486017,0.27236565947532654,0.22496777772903442,0.2235768437385559,0.35205507278442383,0.27681469917297363,0.33021265268325806,63.9813232421875,0.71875,0.3356727063655853,0.8873238563537598,0.9582222741849001
22,0.4991634786128998,1.2479087114334106,10233.9443359375,0.2188049703836441,0.004916796010672969,0.6799101146262053,0.2329777330160141,0.20525206625461578,0.22596386075019836,0.29203784465789795,0.28121620416641235,0.25144481658935547,95.96682739257812,0.71875,0.30438223481178284,0.9073514342308044,0.956745992307176
23,0.5066410899162292,1.266602635383606,4090.192138671875,0.22155168652534485,0.004891511048751102,0.5888619087615321,0.3012501001358032,0.2517187297344208,0.27109652757644653,0.28437209129333496,0.23697757720947266,0.21447980403900146,63.9546012878418,0.71875,0.360496461391449,0.8700423240661621,0.9327692556755681
24,0.4954594075679779,1.238648533821106,3408.545654296875,0.22145900130271912,0.004862959570402049,0.482361537399084,0.2171432375907898,0.2127838134765625,0.23690611124038696,0.25915610790252686,0.24179516732692719,0.14768086373806,53.301597595214844,0.71875,0.2887462377548218,0.9166256189346313,0.9589950396922021
25,0.4628242552280426,1.1570606231689453,5457.7470703125,0.23814518749713898,0.004831180573510889,0.6746754514534025,0.21964207291603088,0.1873619556427002,0.21348395943641663,0.2787274122238159,0.20005282759666443,0.12549760937690735,42.68804168701172,0.71875,0.2641324996948242,0.9302340149879456,0.9731471433238283
26,0.4805935025215149,1.2014837265014648,4089.9052734375,0.23465560376644135,0.004796217464364808,0.887055921455774,0.265179306268692,0.22645124793052673,0.23719030618667603,0.26183372735977173,0.21620093286037445,0.15638121962547302,63.95236587524414,0.71875,0.3260961174964905,0.8936613202095032,0.9653678765206859
27,0.4599134922027588,1.149783730506897,7504.3916015625,0.2306024134159088,0.004758117998365322,0.7042091864255711,0.2071824073791504,0.18373283743858337,0.18593014776706696,0.269328236579895,0.18872994184494019,0.12748125195503235,74.64338684082031,0.71875,0.26041480898857117,0.932184100151062,0.983303544940685
28,0.44972386956214905,1.1243096590042114,3272.406982421875,0.23239172995090485,0.004716934214800155,0.6693931333789549,0.2283981442451477,0.21719986200332642,0.24124303460121155,0.2998121380805969,0.17496423423290253,0.14992761611938477,51.174072265625,0.71875,0.28861498832702637,0.9167013764381409,0.9746553687521443
29,0.4902610778808594,1.2256526947021484,16375.7392578125,0.21771563589572906,0.004672722365763821,0.6361977167978599,0.2229720801115036,0.19436505436897278,0.24444502592086792,0.2576994299888611,0.1946166455745697,0.16436313092708588,127.96772766113281,0.71875,0.3073449432849884,0.9055390954017639,0.9666025801196209
30,0.44945940375328064,1.1236485242843628,3682.35009765625,0.22518384456634521,0.0046255428393240355,0.6147224568336063,0.20209483802318573,0.20681139826774597,0.2526780664920807,0.29801470041275024,0.17644721269607544,0.1793316900730133,57.57329177856445,0.71875,0.26736053824424744,0.9285183548927307,0.9746423367328139
31,0.4377689063549042,1.0944222211837769,4091.701416015625,0.22691233456134796,0.004575460077038877,0.6058959406354354,0.18635591864585876,0.17866769433021545,0.2528804838657379,0.2723289430141449,0.19560104608535767,0.19092851877212524,63.966407775878906,0.71875,0.24932405352592468,0.937837541103363,0.9776595961682869
32,0.44023728370666504,1.1005932092666626,4092.8212890625,0.22069022059440613,0.0045225424859373685,0.5762350405915844,0.16146835684776306,0.14665398001670837,0.22353476285934448,0.22422656416893005,0.20240887999534607,0.18451575934886932,63.97515869140625,0.71875,0.21783185005187988,0.9525492787361145,0.9818253575362428
33,0.4168405532836914,1.0421013832092285,9006.013671875,0.21316646039485931,0.004466862345083708,0.5424882657009878,0.16675925254821777,0.13423551619052887,0.1986023187637329,0.20841367542743683,0.21904881298542023,0.17562957108020782,89.5733413696289,0.8125,0.22306722402572632,0.9502410292625427,0.979873853467308
34,2.870114326477051,1.036956787109375,4092.21923828125,0.2411981076002121,0.004408495706852758,0.6117786607860277,0.1551438868045807,0.16795732080936432,0.19204363226890564,0.20902574062347412,0.21450479328632355,0.16347113251686096,63.970455169677734,0.78125,0.205832377076149,0.9576330184936523,0.9817227858244599
35,2.8571577072143555,1.033651351928711,4072.82861328125,0.21979962289333344,0.0043475222930516476,0.5888704917895817,0.16509269177913666,0.16071689128875732,0.19961927831172943,0.18608221411705017,0.21663087606430054,0.15103456377983093,63.8187141418457,0.8125,0.227325439453125,0.948323130607605,0.9750522772396513
36,2.857245683670044,1.066745638847351,4050.912109375,0.2225455790758133,0.004284025386029381,0.5824663889394593,0.15458162128925323,0.14395883679389954,0.17858505249023438,0.18228697776794434,0.24821732938289642,0.12075430154800415,63.64677047729492,0.78125,0.20684070885181427,0.9572169184684753,0.9791983185090541
37,2.868199348449707,1.1335481405258179,4024.633544921875,0.22120033204555511,0.0042180917149231565,0.49320894017644157,0.14974690973758698,0.14182257652282715,0.18442097306251526,0.17519478499889374,0.22548535466194153,0.086026132106781,63.43998718261719,0.71875,0.18060360848903656,0.9673823118209839,0.9840401762726881
38,6.449265003204346,0.9997473955154419,10082.2763671875,0.22460483014583588,0.004149811337196807,0.7080886750151355,0.14424355328083038,0.1646808683872223,0.17215292155742645,0.14878666400909424,0.21238574385643005,0.08651071786880493,95.17454528808594,0.84375,0.1883171796798706,0.9645366668701172,0.9826472772059356
39,1.612613558769226,1.0565314292907715,1983.3348388671875,0.22921225428581238,0.004079277515633127,0.5160931800265255,0.18566934764385223,0.1598196029663086,0.2153867781162262,0.1833779513835907,0.2502831816673279,0.10043037682771683,32.00090789794922,0.78125,0.21585939824581146,0.9534047245979309,0.9800967800864746
40,2.7384390830993652,0.9497791528701782,3930.87890625,0.22254332900047302,0.0040065865909481415,0.6315593952693475,0.15476369857788086,0.15958106517791748,0.23900772631168365,0.15207910537719727,0.19854436814785004,0.0758977085351944,62.69672775268555,0.8125,0.19069355726242065,0.9636359810829163,0.9846748946461442
41,1.530731201171875,0.894478440284729,1954.8995361328125,0.21109339594841003,0.003931837850201263,0.4098975273666417,0.12130206823348999,0.15197531878948212,0.187336727976799,0.16750024259090424,0.20771130919456482,0.0807468593120575,32.00355529785156,0.8125,0.14416639506816864,0.9792160391807556,0.9921379218126218
42,2.10766863822937,0.9183229207992554,2900.5654296875,0.22804498672485352,0.0038551333911811237,0.5176537156829875,0.10666156560182571,0.14404691755771637,0.21788370609283447,0.1679648905992508,0.22423897683620453,0.09630517661571503,47.09989547729492,0.8125,0.13784374296665192,0.9809991121292114,0.9933294655533156
43,3.877009630203247,0.9404228329658508,5834.73388671875,0.22312213480472565,0.0037765779829522675,0.7021064528407888,0.12262241542339325,0.15274018049240112,0.19090881943702698,0.1794276237487793,0.21752141416072845,0.09227263182401657,72.56411743164062,0.8125,0.14666111767292023,0.9784905314445496,0.9917868395947075
44,4.366059303283691,0.9046640992164612,6673.65576171875,0.2286006361246109,0.003696278922753216,0.7142115055353311,0.13019521534442902,0.11508506536483765,0.1840202808380127,0.16125252842903137,0.21148571372032166,0.08062238991260529,71.3993148803711,0.78125,0.15788975358009338,0.9750708341598511,0.99056929341578
45,4.417807579040527,0.9349560141563416,6739.70849609375,0.22518862783908844,0.0036143458894413462,0.8430021530624494,0.16848474740982056,0.1490868330001831,0.22509828209877014,0.16385138034820557,0.2241801619529724,0.06095363572239876,77.26860809326172,0.75,0.197652205824852,0.9609336256980896,0.9834608899695301
46,7.371559143066406,0.9195325374603271,11672.9091796875,0.2320074439048767,0.003530890793684759,0.9774240925426521,0.11684383451938629,0.13475415110588074,0.19939279556274414,0.17797353863716125,0.21710288524627686,0.08796212077140808,92.75333404541016,0.75,0.14697375893592834,0.9783987402915955,0.9906781719419014
47,2.5111196041107178,0.8129545450210571,3643.229736328125,0.23612083494663239,0.003446027625105776,0.7580574879141042,0.11483437567949295,0.13676734268665314,0.18130841851234436,0.157809317111969,0.20559073984622955,0.07941722124814987,60.35917282104492,0.8125,0.13140934705734253,0.9827315807342529,0.9933356580654369
48,1.4026786088943481,0.8086293935775757,1798.71142578125,0.23306915163993835,0.0033598722965848204,0.438085338708087,0.10650614649057388,0.12081381678581238,0.1730433851480484,0.13012634217739105,0.20817846059799194,0.08355545252561569,31.873252868652344,0.8125,0.12715311348438263,0.983832061290741,0.992776623912766
49,7.142522811889648,0.8293964862823486,11351.2734375,0.21947574615478516,0.0032725424859373687,1.2193422227108222,0.14066889882087708,0.1421467661857605,0.18261651694774628,0.13961902260780334,0.2021694928407669,0.08489441871643066,102.15818786621094,0.84375,0.16307327151298523,0.9734070897102356,0.9871228297464932
50,4.733129978179932,0.7985213398933411,7356.20263671875,0.23535685241222382,0.0031841574751802076,1.0453130579184218,0.11703547835350037,0.13132277131080627,0.1789955198764801,0.16169136762619019,0.17808446288108826,0.10184015333652496,80.27273559570312,0.8125,0.16200169920921326,0.9737554788589478,0.9877877331725595
51,2.9987545013427734,0.819923996925354,4451.30810546875,0.243787944316864,0.003094837987606547,0.8590032530838376,0.15915487706661224,0.15136724710464478,0.2148454487323761,0.17577427625656128,0.1692359894514084,0.08419013768434525,59.914791107177734,0.84375,0.18492408096790314,0.9658030867576599,0.9832395289910979
52,6.1041131019592285,0.8440892100334167,9610.7958984375,0.22955740988254547,0.0030047060228925253,1.2241477204197633,0.10504910349845886,0.11533237248659134,0.1382744312286377,0.140806183218956,0.17307551205158234,0.07704804837703705,83.65032196044922,0.84375,0.12652532756328583,0.9839913249015808,0.992096933163895
53,10.804763793945312,0.8142739534378052,17465.08984375,0.2272530347108841,0.002913884690460325,1.7743089493443938,0.12197962403297424,0.1322844922542572,0.151071235537529,0.18337856233119965,0.1734725832939148,0.08381833136081696,121.38972473144531,0.8125,0.17251001298427582,0.9702402949333191,0.986013769836591
54,3.6388988494873047,0.7698847651481628,5551.57470703125,0.23278659582138062,0.0028224980413255087,1.088322094715283,0.13455471396446228,0.1267009973526001,0.14316603541374207,0.13702908158302307,0.15531626343727112,0.08654537796974182,69.95623779296875,0.8125,0.16849255561828613,0.9716102480888367,0.988085379638556
55,1.2563925981521606,0.7231237292289734,1611.905029296875,0.226217582821846,0.002730670898658255,0.5222390973795253,0.12233416736125946,0.1224738359451294,0.154312863945961,0.14550188183784485,0.15218088030815125,0.059925928711891174,31.919612884521484,0.8125,0.14068560302257538,0.9802075624465942,0.9925888979102657
56,2.176342010498047,0.783694863319397,3104.7734375,0.22925002872943878,0.002638528687289925,0.974841610470968,0.16263888776302338,0.14687015116214752,0.157220259308815,0.15835845470428467,0.15442965924739838,0.07207393646240234,55.72049331665039,0.84375,0.2039610594511032,0.9583998918533325,0.9821293882992627
57,7.146121978759766,0.7731623649597168,11394.7607421875,0.23772962391376495,0.002546197262397825,1.6034989080496862,0.14376085996627808,0.1313774287700653,0.1866939663887024,0.17433157563209534,0.17287549376487732,0.0646980032324791,93.65679931640625,0.8125,0.18850797414779663,0.9644647240638733,0.98608981868801
58,2.9098219871520996,0.7066715955734253,4378.5888671875,0.23029354214668274,0.0024538027376021757,0.9799972716915321,0.11224237829446793,0.1025162786245346,0.16622045636177063,0.15811410546302795,0.15992112457752228,0.04530595988035202,57.89023971557617,0.84375,0.14233732223510742,0.9797400832176208,0.9935483807931237
59,11.122276306152344,0.7168163061141968,18059.248046875,0.23544082045555115,0.0023614713127100753,2.125935561240052,0.10305339097976685,0.07932499051094055,0.12001539766788483,0.12285056710243225,0.16592206060886383,0.06118563190102577,118.22468566894531,0.78125,0.13218684494495392,0.9825266599655151,0.9934443883038276
60,4.287721633911133,0.9047160744667053,6543.05810546875,0.2292296141386032,0.0022693291013417454,1.4152951951658879,0.08175984770059586,0.10842906683683395,0.12937547266483307,0.12737609446048737,0.16713891923427582,0.05676902085542679,74.9700698852539,0.75,0.10981881618499756,0.9879398345947266,0.9954353867916262
61,5.331516742706299,0.8331321477890015,8330.439453125,0.23358355462551117,0.0021775019586744923,2.2641753676429768,0.21610553562641144,0.22196722030639648,0.23209774494171143,0.25072532892227173,0.18181878328323364,0.06011397764086723,85.56947326660156,0.78125,0.2570562958717346,0.9339220523834229,0.9674869750750782
62,3.6071972846984863,0.7385904788970947,5519.6015625,0.23112086951732635,0.0020861153095396746,1.0706919939156307,0.10104108601808548,0.12294217199087143,0.11229080706834793,0.12688109278678894,0.1630658656358719,0.05241614580154419,60.29217529296875,0.8125,0.13630501925945282,0.9814209342002869,0.9917769851534037
63,1.1275279521942139,0.6992498636245728,1413.046630859375,0.2324487864971161,0.0019952939771074748,0.5791408946409278,0.09214525669813156,0.09352795779705048,0.12995083630084991,0.10822202265262604,0.14277471601963043,0.06357238441705704,31.884550094604492,0.8125,0.13050033152103424,0.9829696416854858,0.9923651333608927
64,5.105560302734375,0.7459336519241333,8011.9775390625,0.22818782925605774,0.0019051620123934538,1.7327461781230709,0.13602861762046814,0.1235787570476532,0.14461660385131836,0.1586870700120926,0.15955184400081635,0.06639622151851654,83.57502746582031,0.8125,0.17176862061023712,0.9704955220222473,0.986849322347127
65,1.374377965927124,0.7415655255317688,1796.2529296875,0.2403983622789383,0.001815842524819793,0.7941635370269648,0.14195364713668823,0.14980942010879517,0.1732858121395111,0.17518451809883118,0.1530611515045166,0.08245674520730972,38.36777114868164,0.8125,0.18323709070682526,0.9664241671562195,0.9843953575108765
66,1.616546630859375,0.791966438293457,2166.2666015625,0.22734901309013367,0.0017274575140626316,0.9360267724879289,0.14676633477210999,0.14472399652004242,0.14682313799858093,0.17915096879005432,0.14022597670555115,0.09024665504693985,44.460113525390625,0.84375,0.18884412944316864,0.9643378853797913,0.9828984060433575
67,7.265440464019775,0.8172181844711304,11448.6796875,0.23115015029907227,0.0016401277034151795,1.9535847222118423,0.1676577925682068,0.17703695595264435,0.1834551990032196,0.21424788236618042,0.1578516811132431,0.09374388307332993,80.51460266113281,0.8125,0.21563364565372467,0.9535021185874939,0.9774065808569027
68,1.8938244581222534,0.8549497127532959,2504.877685546875,0.163059800863266,0.0015539723748942244,1.3971113916541873,0.13537096977233887,0.134641632437706,0.17104274034500122,0.1970992535352707,0.14219342172145844,0.08761119097471237,50.04673385620117,0.8125,0.1961607038974762,0.9615209698677063,0.9813946439622515
69,1.7805514335632324,0.7381999492645264,2414.21484375,0.12247463315725327,0.0014691092063152417,1.1789240965930732,0.10711194574832916,0.11232601851224899,0.11428077518939972,0.09522096812725067,0.14722922444343567,0.055919330567121506,49.13447189331055,0.8125,0.1470038741827011,0.9783898591995239,0.9896623105950865
70,1.735445261001587,0.6850576400756836,2362.953125,0.14550088346004486,0.0013856541105586545,1.2335917040986177,0.11164034903049469,0.11491642892360687,0.15775352716445923,0.15275126695632935,0.16284875571727753,0.04556259512901306,48.610084533691406,0.8125,0.14450739324092865,0.9791176319122314,0.9895561217571073
71,4.822811126708984,0.7434118986129761,7463.89013671875,0.15704044699668884,0.001303721077246784,1.9793702198532495,0.10542444884777069,0.1367122232913971,0.15336965024471283,0.14506959915161133,0.1564388871192932,0.049504656344652176,80.20689392089844,0.8125,0.12522684037685394,0.9843182563781738,0.9922620857413866
72,6.01633358001709,0.760275661945343,9439.2421875,0.162260502576828,0.001223422017047733,2.0203052791314176,0.1053188219666481,0.1261129081249237,0.14024505019187927,0.13966910541057587,0.1478116512298584,0.045966874808073044,79.84194946289062,0.8125,0.13484534621238708,0.9818167090415955,0.9909157567952459
73,1.6797853708267212,0.6505764722824097,2292.6787109375,0.14649182558059692,0.0011448666088188764,1.2759220286444113,0.13356435298919678,0.13510803878307343,0.15416204929351807,0.1423700600862503,0.14854499697685242,0.044200219213962555,47.88124465942383,0.875,0.16522233188152313,0.9727016091346741,0.9862924605980947
74,1.6796841621398926,0.7450008988380432,2237.817626953125,0.12997744977474213,0.001068162149798737,1.2641186132758329,0.12041256576776505,0.11056862771511078,0.1663244366645813,0.14540866017341614,0.16571523249149323,0.04883931577205658,47.30457305908203,0.84375,0.1453237533569336,0.9788810014724731,0.9895039318005744
75,2.8816239833831787,0.6612640619277954,4299.67822265625,0.124371238052845,0.0009934134090518593,1.2431149484278254,0.10896706581115723,0.12342305481433868,0.12605270743370056,0.13469208776950836,0.13818307220935822,0.053233321756124496,55.7882194519043,0.84375,0.14070813357830048,0.980201244354248,0.99055792717595
76,1.619831919670105,0.7187100648880005,2157.7998046875,0.12555968761444092,0.0009207224843668732,1.2496263982765417,0.15247854590415955,0.16500025987625122,0.16017699241638184,0.18432539701461792,0.15415292978286743,0.07158064842224121,46.451988220214844,0.8125,0.1899956613779068,0.9639016389846802,0.9818138262037623
77,1.0516475439071655,0.7177311182022095,1212.6005859375,0.12331553548574448,0.000850188662803194,0.532517359453425,0.14490634202957153,0.13995711505413055,0.15212899446487427,0.1653142273426056,0.14363448321819305,0.04735422134399414,31.719514846801758,0.875,0.17266902327537537,0.970185399055481,0.9850186885144927
78,1.5988913774490356,0.732028603553772,2114.6474609375,0.124304860830307,0.0007819082850768433,1.2343717177844065,0.11807563155889511,0.11717257648706436,0.14081530272960663,0.1564713418483734,0.1626327931880951,0.04330938309431076,45.984718322753906,0.8125,0.13589204847812653,0.9815333485603333,0.9907241128375767
79,0.8468306660652161,0.6386033296585083,920.7371826171875,0.12982356548309326,0.0007159746139706194,0.502610576228204,0.14153821766376495,0.16175425052642822,0.15558762848377228,0.1721673607826233,0.13693158328533173,0.0597819909453392,27.4261474609375,0.90625,0.17451134324073792,0.9695457816123962,0.9849070917486897
80,3.1010239124298096,0.843742847442627,4538.869140625,0.13401637971401215,0.0006524777069483526,1.6432835346885215,0.12654557824134827,0.12840157747268677,0.1468442678451538,0.18734824657440186,0.16057035326957703,0.05664556846022606,61.40747833251953,0.78125,0.15241658687591553,0.976769208908081,0.9887111820983707
81,1.6083996295928955,0.8106428384780884,2076.27392578125,0.1279272437095642,0.0005915042931472426,1.268291399657093,0.13744321465492249,0.1460714042186737,0.1624094396829605,0.17078515887260437,0.15950420498847961,0.054760582745075226,45.565914154052734,0.78125,0.16099563241004944,0.9740803837776184,0.9870823816407307
82,4.8991241455078125,0.7167786955833435,7626.1455078125,0.12241649627685547,0.0005331376549162919,1.8926043976154217,0.13409535586833954,0.13877658545970917,0.15237537026405334,0.1559361070394516,0.14869745075702667,0.04660700634121895,70.82386779785156,0.84375,0.16340699791908264,0.9732981324195862,0.9868866187569137
83,1.504966139793396,0.6612074971199036,2008.9083251953125,0.11712711304426193,0.00047745751406263163,1.2671095596019615,0.16196268796920776,0.17208674550056458,0.19355255365371704,0.19771941006183624,0.13139283657073975,0.05743924900889397,44.82084655761719,0.875,0.1908494532108307,0.9635764956474304,0.9821734690015508
84,5.491705894470215,0.6638031005859375,8650.96484375,0.11868647485971451,0.0004245399229611238,2.286923795264357,0.10034775733947754,0.1260312795639038,0.13453185558319092,0.13561323285102844,0.1365581750869751,0.04370037466287613,87.99168395996094,0.84375,0.12579019367694855,0.9841768145561218,0.9921969792016939
85,1.3871804475784302,0.7107284665107727,1777.4593505859375,0.12137790769338608,0.000374457160675965,1.0496023461415926,0.09728841483592987,0.0965544804930687,0.16030703485012054,0.11161132156848907,0.1534789800643921,0.0460812933743,41.14335632324219,0.875,0.12345534563064575,0.9847587943077087,0.9923571996224604
86,1.9668651819229126,0.6070722341537476,2814.167724609375,0.11845176666975021,0.0003272776342361791,1.0146310951558093,0.08914465457201004,0.09429202973842621,0.15597960352897644,0.13284321129322052,0.14431050419807434,0.04523320496082306,46.241180419921875,0.84375,0.12109646946191788,0.985335648059845,0.9927428973529314
87,4.452906608581543,0.6964189410209656,6896.90576171875,0.12065143138170242,0.0002830657851998453,2.0502028062696804,0.11366866528987885,0.13118264079093933,0.1728469431400299,0.1631629914045334,0.16261079907417297,0.05063707381486893,76.63816833496094,0.8125,0.14181411266326904,0.9798887372016907,0.9909391229550677
88,1.0241855382919312,0.7092862129211426,1173.174072265625,0.12188868969678879,0.00025,0.5232924463294939,0.1170138269662857,0.12675051391124725,0.1590442806482315,0.15902197360992432,0.14691734313964844,0.05720044672489166,31.93437957763672,0.84375,0.15217624604701996,0.9768424034118652,0.9889071832860037
89,1.477286458015442,0.6664447784423828,1957.4027099609375,0.12088927626609802,0.00025,1.2304394536337249,0.08714001625776291,0.08406833559274673,0.1249341145157814,0.11028306186199188,0.15231266617774963,0.0553591251373291,44.242401123046875,0.8125,0.11223184317350388,0.9874039888381958,0.9937201026214901
90,1.4996830224990845,0.7382073998451233,1944.937744140625,0.12479090690612793,0.00025,1.2858824180637605,0.07123449444770813,0.08335891366004944,0.08569198846817017,0.11370939761400223,0.162984237074852,0.05133332312107086,44.10144805908203,0.8125,0.08946061879396439,0.9919968247413635,0.9962355087008681
91,2.825218915939331,0.6469434499740601,4216.2109375,0.12238269299268723,0.00025,1.4547812454042972,0.12841546535491943,0.1468762755393982,0.17988792061805725,0.16924378275871277,0.1443723738193512,0.0520569309592247,57.26258087158203,0.875,0.15720915794372559,0.9752852916717529,0.9883861512901726
92,1.4892921447753906,0.6773449778556824,1972.739013671875,0.1157020553946495,0.00025,1.2096277080135596,0.09651161730289459,0.09955298900604248,0.1549154818058014,0.13043667376041412,0.1510601043701172,0.0483919158577919,44.4106559753418,0.8125,0.12874367833137512,0.9834250807762146,0.9917212180865654
93,2.5050837993621826,0.7015417218208313,3647.663818359375,0.11956228315830231,0.00025,1.2184521884419988,0.10956212878227234,0.12343991547822952,0.15696275234222412,0.16576680541038513,0.14946134388446808,0.056706808507442474,52.6041259765625,0.875,0.13978791236877441,0.9804593324661255,0.9903649964038208
