id,project_id,task_name,task_type,status,baseline_start,type,base_cost,total_cost,risk_factor,duration_months,duration_weeks,duration_days,duration_hours,calendar_type,internal_labor_cost,overtime_cost,equipment_fuel_cost,qa_qc_cost,material_cost,outsourcing_cost,training_cost,facility_rent,communication_cost,utilities_cost,insurance_cost,licensing_cost,warranty_cost,complexity,weather_contingency,general_contingency,rework_risk,holding_cost,international_freight,handling_cost,reverse_logistics,defect_cost,overtime_hours,lag_time,metadata_json
17_324,17,Transport of the jacket foundations 12,,Pending,2013-07-12 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_325,17,Transport of the jacket foundations 13,,Pending,2013-07-21 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_326,17,Transport of the jacket foundations 14,,Pending,2013-07-30 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_327,17,Transport of the jacket foundations 15,,Pending,2013-08-08 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_328,17,Transport of the jacket foundations 16,,Pending,2013-08-17 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_329,17,Transport of the jacket foundations 17,,Pending,2013-08-26 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_330,17,Transport of the jacket foundations 18,,Pending,2013-09-04 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_331,17,Transport of the jacket foundations 19,,Pending,2013-09-13 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_332,17,Transport of the jacket foundations 20,,Pending,2013-09-22 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_333,17,Transport of the jacket foundations 21,,Pending,2013-10-01 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_334,17,Transport of the jacket foundations 22,,Pending,2013-10-10 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_335,17,Transport of the jacket foundations 23,,Pending,2013-10-19 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_336,17,Transport of the jacket foundations 24,,Pending,2013-10-28 06:00:00,,44800.00,56000.00,1.2500,0.00,0.00,1.00,16.00,,24800.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_337,17,Assembly of midsection 2,,Pending,2013-03-25 06:00:00,,55100.00,68875.00,1.2500,0.00,0.00,9.00,144.00,,0.00,0.00,0.00,0.00,33060.00,22040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_1,17,Fabrication of pre-piling template,,Pending,2013-04-20 06:00:00,,1044000.00,1305000.00,1.2500,0.00,0.00,15.00,240.00,,0.00,0.00,0.00,0.00,626400.00,417600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_100,17,Rock dumping as scour protection around the OTS foundation,,Pending,2013-09-18 07:00:00,,241280.00,301600.00,1.2500,0.00,0.00,2.00,32.00,,135040.00,0.00,106240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_101,17,GOSA mattresses installations above existing underground cables as protection,,Pending,2013-09-20 07:00:00,,1447680.00,1809600.00,1.2500,0.00,0.00,12.00,192.00,,810240.00,0.00,637440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_102,17,Pre-grapnel run to remove obstacles from cable trajectories,,Pending,2013-10-02 07:00:00,,236160.00,295200.00,1.2500,0.00,0.00,2.00,32.00,,129920.00,0.00,106240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_105,17,Transport,,Pending,2013-06-06 06:00:00,,715800.00,758748.00,1.0600,0.00,0.00,5.00,80.00,,312800.00,0.00,276000.00,0.00,127000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015,0.0085,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_106,17,Pre-grapnel runs to remove obstacles,,Pending,2013-06-11 06:00:00,,126400.00,158000.00,1.2500,0.00,0.00,1.00,16.00,,73280.00,0.00,53120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_107,17,Wet trials,,Pending,2013-06-12 06:00:00,,58080.00,72600.00,1.2500,0.00,0.00,1.00,16.00,,20480.00,0.00,0.00,0.00,37600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_108,17,Cable laying works,,Pending,2013-10-31 06:00:00,,5713920.00,7142400.00,1.2500,0.00,0.00,48.00,768.00,,3217920.00,0.00,2496000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_109,17,Final hang off of the cables in the WTG foundations,,Pending,2013-11-05 06:00:00,,1228800.00,1536000.00,1.2500,0.00,0.00,48.00,768.00,,1228800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_11,17,Continious delivery of pin-piles,,Pending,2013-03-01 06:00:00,,19200.00,24000.00,1.2500,0.00,0.00,25.00,400.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,3840.00,15360.00,0.00,0.00,0.00,0.00,,{}
17_110,17,Burial of cables,,Pending,2013-12-23 06:00:00,,1292800.00,1616000.00,1.2500,0.00,0.00,10.00,160.00,,772800.00,0.00,520000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_111,17,Survey of burial depths,,Pending,2014-01-02 06:00:00,,20480.00,27648.00,1.3500,0.00,0.00,2.00,32.00,,20480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.1000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_112,17,Second remedial burial pass if necessary,,Pending,2014-01-04 06:00:00,,517120.00,672256.00,1.3000,0.00,0.00,4.00,64.00,,309120.00,0.00,208000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.1000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_12,17,OTS: drive 4 pin-piles for OTS foundation into seabed,,Pending,2013-05-17 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_126,17,Pre-lay grapnel run on trajectory,,Pending,2013-02-04 06:00:00,,236160.00,295200.00,1.2500,0.00,0.00,2.00,32.00,,129920.00,0.00,106240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_128,17,Purchase of raw materials,,Pending,2013-02-09 06:00:00,,1470000.00,1558200.00,1.0600,0.00,0.00,70.00,1120.00,,0.00,0.00,0.00,0.00,1470000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015,0.0085,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_129,17,Manufacturing in Karlskrona Sweden,,Pending,2013-03-31 06:00:00,,625600.00,663136.00,1.0600,0.00,0.00,40.00,640.00,,0.00,0.00,0.00,0.00,625600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015,0.0085,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_13,17,Turbine1: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-05-21 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_130,17,Mobilisation of Stemat Spirit,,Pending,2013-05-05 06:00:00,,560570.00,700712.50,1.2500,0.00,0.00,5.00,80.00,,284000.00,0.00,260000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,3314.00,13256.00,0.00,0.00,0.00,0.00,,{}
17_131,17,Transport Sweden-Ostend,,Pending,2013-05-10 06:00:00,,501860.00,627325.00,1.2500,0.00,0.00,4.00,64.00,,252800.00,0.00,233600.00,0.00,15460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_133,17,Dredging to widen shipping lane Vaargeul1,,Pending,2013-05-04 06:00:00,,737600.00,922000.00,1.2500,0.00,0.00,5.00,80.00,,369600.00,0.00,256000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,22400.00,89600.00,0.00,0.00,0.00,0.00,,{}
17_134,17,Prepare trench where export cable B (150kV) is crossing Vaargeul1,,Pending,2013-05-09 06:00:00,,844600.00,1055750.00,1.2500,0.00,0.00,5.00,80.00,,369600.00,0.00,256000.00,0.00,219000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_136,17,Delivery of pipes to be drilled,,Pending,2013-02-18 06:00:00,,103570.00,134641.00,1.3000,0.00,0.00,60.00,960.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.1000,0.0000,20714.00,82856.00,0.00,0.00,0.00,0.00,,{}
17_137,17,Directional drillings on land,,Pending,2013-04-09 06:00:00,,1682200.00,2102750.00,1.2500,0.00,0.00,15.00,240.00,,883200.00,0.00,576000.00,0.00,223000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_138,17,Pulling welded pipe in through drilling hole,,Pending,2013-04-24 06:00:00,,182400.00,228000.00,1.2500,0.00,0.00,3.00,48.00,,120000.00,0.00,62400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_139,17,Factory Acceptance Tests on land cables,,Pending,2013-04-27 06:00:00,,38100.00,47625.00,1.2500,0.00,0.00,2.00,32.00,,25600.00,0.00,0.00,0.00,12500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_14,17,Turbine2: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-05-25 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_140,17,Cable laying onshore between export cable landing and Elia sub-station,,Pending,2013-05-12 06:00:00,,351000.00,438750.00,1.2500,0.00,0.00,5.00,80.00,,212800.00,0.00,120000.00,0.00,18200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_141,17,Connection of the cables into Elia sub-station,,Pending,2013-05-17 06:00:00,,80200.00,100250.00,1.2500,0.00,0.00,2.00,32.00,,25600.00,0.00,0.00,0.00,54600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_149,17,Export cable laying on sea bed between coast and OTS,,Pending,2013-05-14 06:00:00,,1244800.00,1556000.00,1.2500,0.00,0.00,10.00,160.00,,732800.00,0.00,512000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_150,17,Landfall cable pull,,Pending,2013-05-24 06:00:00,,57600.00,72000.00,1.2500,0.00,0.00,1.00,16.00,,36800.00,0.00,20800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_151,17,Backfilling of cable trench,,Pending,2013-05-26 06:00:00,,481000.00,601250.00,1.2500,0.00,0.00,3.00,48.00,,228000.00,0.00,156000.00,0.00,97000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_152,17,Export cable pull in OTS,,Pending,2013-09-18 07:00:00,,40660.00,50825.00,1.2500,0.00,0.00,1.00,16.00,,28160.00,0.00,0.00,0.00,12500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_153,17,Complete connection of cable conductors and fibre optics,,Pending,2013-09-19 07:00:00,,38100.00,47625.00,1.2500,0.00,0.00,2.00,32.00,,25600.00,0.00,0.00,0.00,12500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_156,17,Delivery of rock on Halve Maan site,,Pending,2013-05-28 06:00:00,,325000.00,344500.00,1.0600,0.00,0.00,1.00,16.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015,0.0085,0.0500,0.0000,65000.00,260000.00,0.00,0.00,0.00,0.00,,{}
17_157,17,Mobilizing rock dumping vessel,,Pending,2013-05-29 06:00:00,,110400.00,138000.00,1.2500,0.00,0.00,1.00,16.00,,57280.00,0.00,53120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_158,17,Rock dumping on PEC crossing and Interconnector South,,Pending,2013-05-30 06:00:00,,110400.00,138000.00,1.2500,0.00,0.00,1.00,16.00,,57280.00,0.00,53120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_16,17,Dredging and cleaning of pin-piles,,Pending,2013-05-19 06:00:00,,134080.00,167600.00,1.2500,0.00,0.00,1.00,16.00,,80960.00,0.00,53120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_17,17,Install pin-pile covers on the piles,,Pending,2013-05-20 06:00:00,,131520.00,164400.00,1.2500,0.00,0.00,1.00,16.00,,80320.00,0.00,51200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_193,17,Welding pipes together,,Pending,2013-04-19 06:00:00,,259600.00,275176.00,1.0600,0.00,0.00,5.00,80.00,,105600.00,0.00,16000.00,0.00,82800.00,55200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0015,0.0085,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_194,17,Electrical commissioning tests on the onshore cable connections,,Pending,2013-05-19 06:00:00,,67400.00,90990.00,1.3500,0.00,0.00,1.00,16.00,,12800.00,0.00,0.00,54600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.1000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_195,17,Making joint between sea cable and land cable,,Pending,2013-05-25 06:00:00,,25300.00,31625.00,1.2500,0.00,0.00,1.00,16.00,,12800.00,0.00,0.00,0.00,12500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
17_196,17,Turbine3: drive 4 pin-piles for jacket foundation into seabed,,Pending,2013-05-29 06:00:00,,265600.00,332000.00,1.2500,0.00,0.00,2.00,32.00,,163200.00,0.00,102400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0300,0.1700,0.0500,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,,{}
