source,target,type
3,392,FS
3,393,FS
3,395,FS
395,396,FS
396,397,FS
3,399,FS
399,400,FS
400,401,FS
401,402,FS
402,403,FS
403,404,FS
404,406,FS
406,407,FS
407,408,FS
408,410,FS
410,411,FS
411,412,FS
412,414,FS
414,415,FS
3,417,FS
417,418,FS
418,419,FS
3,421,FS
421,422,FS
3,424,FS
424,425,FS
425,426,FS
426,427,FS
427,428,FS
428,429,FS
429,431,FS
431,432,FS
432,433,FS
433,435,FS
435,436,FS
436,437,FS
437,439,FS
439,440,FS
3,442,FS
442,443,FS
443,444,FS
3,446,FS
3,448,FS
448,449,FS
3,451,FS
451,452,FS
452,453,FS
453,454,FS
454,456,FS
454,458,FS
458,459,FS
3,460,FS
459,462,FS
462,463,FS
463,464,FS
464,466,FS
466,467,FS
467,468,FS
468,470,FS
470,471,FS
3,473,FS
473,474,FS
474,475,FS
3,477,FS
477,478,FS
478,480,FS
480,481,FS
481,482,FS
482,483,FS
483,485,FS
485,486,FS
483,487,FS
487,488,FS
488,490,FS
490,491,FS
491,492,FS
492,494,FS
494,495,FS
495,496,FS
496,498,FS
498,499,FS
3,501,FS
501,502,FS
502,503,FS
3,505,FS
505,506,FS
506,508,FS
508,509,FS
509,510,FS
510,511,FS
511,513,FS
513,514,FS
511,515,FS
515,516,FS
3,518,FS
518,519,FS
519,520,FS
520,522,FS
522,523,FS
523,524,FS
524,526,FS
526,527,FS
3,529,FS
529,530,FS
530,531,FS
3,533,FS
533,534,FS
534,536,FS
536,537,FS
537,538,FS
538,539,FS
539,541,FS
541,542,FS
539,543,FS
543,544,FS
3,546,FS
546,547,FS
547,548,FS
548,550,FS
550,551,FS
551,552,FS
552,554,FS
554,555,FS
3,557,FS
557,558,FS
558,559,FS
3,561,FS
561,562,FS
562,563,FS
570,566,FS
3,568,FS
568,569,FS
569,570,FS
570,571,FS
570,572,FS
572,573,FS
573,574,FS
574,575,FS
575,576,FS
3,578,FS
578,579,FS
579,580,FS
580,581,FS
580,582,FS
582,583,FS
583,584,FS
584,585,FS
585,586,FS
3,588,FS
588,589,FS
589,590,FS
590,591,FS
590,592,FS
592,593,FS
593,594,FS
594,595,FS
595,596,FS
3,597,FS
596,598,FS
590,599,FS
3,600,FS
3,602,FS
602,603,FS
603,604,FS
604,605,FS
604,606,FS
606,607,FS
607,608,FS
608,609,FS
609,610,FS
3,612,FS
612,613,FS
613,614,FS
3,615,FS
615,616,FS
3,617,FS
3,618,FS
3,619,FS
3,620,FS
3,621,FS
3,622,FS
3,623,FS
623,624,FS
3,625,FS
3,626,FS
3,627,FS
626,628,FS
3,629,FS
629,630,FS
3,631,FS
3,632,FS
3,633,FS
3,634,FS
3,635,FS
3,636,FS
3,637,FS
3,639,FS
639,640,FS
640,641,FS
642,643,FS
643,644,FS
3,646,FS
646,647,FS
3,649,FS
649,650,FS
650,651,FS
651,652,FS
652,653,FS
653,654,FS
3,656,FS
656,657,FS
660,659,FS
662,660,FS
660,661,FS
573,662,FS
662,663,FS
663,664,FS
664,665,FS
665,666,FS
666,667,FS
667,668,FS
673,669,FS
3,670,FS
3,671,FS
3,672,FS
3,673,FS
665,676,FS
676,677,FS
679,680,FS
680,681,FS
712,683,FS
683,684,FS
684,685,FS
3,687,FS
687,688,FS
688,690,FS
690,691,FS
691,692,FS
683,694,FS
694,695,FS
695,696,FS
3,698,FS
698,699,FS
699,701,FS
701,702,FS
702,703,FS
696,705,FS
705,706,FS
706,707,FS
703,709,FS
709,710,FS
3,711,FS
3,712,FS
707,714,FS
3,716,FS
3,717,FS
3,718,FS
3,719,FS
3,720,FS
3,721,FS
3,722,FS
3,724,FS
3,725,FS
3,726,FS
3,727,FS
3,728,FS
727,729,FS
3,731,FS
731,732,FS
703,734,FS
734,735,FS
734,736,FS
3,737,FS
3,739,FS
739,740,FS
740,741,FS
3,742,FS
219,743,FS
3,744,FS
3,745,FS
3,747,FS
3,748,FS
748,749,FS
3,751,FS
751,752,FS
3,754,FS
3,755,FS
3,760,FS
3,761,FS
3,762,FS
3,763,FS
763,764,FS
764,765,FS
765,766,FS
768,769,FS
767,770,FS
770,771,FS
774,775,FS
777,778,FS
778,779,FS
778,780,FS
778,782,FS
767,784,FS
3,785,FS
3,787,FS
787,788,FS
788,789,FS
787,790,FS
789,791,FS
791,792,FS
791,793,FS
791,794,FS
788,795,FS
790,797,FS
790,798,FS
798,799,FS
799,800,FS
800,801,FS
801,802,FS
801,803,FS
801,804,FS
804,805,FS
805,806,FS
838,807,FS
807,808,FS
808,809,FS
810,811,FS
815,812,FS
812,814,FS
811,815,FS
816,818,FS
815,819,FS
819,820,FS
820,821,FS
822,823,FS
823,824,FS
824,825,FS
825,826,FS
820,827,FS
829,830,FS
830,831,FS
831,832,FS
832,833,FS
833,834,FS
834,835,FS
834,836,FS
836,837,FS
837,838,FS
838,839,FS
839,840,FS
840,841,FS
840,842,FS
842,843,FS
843,844,FS
844,845,FS
845,846,FS
846,847,FS
847,848,FS
847,849,FS
847,850,FS
766,853,FS
853,854,FS
854,855,FS
855,856,FS
855,857,FS
857,858,FS
858,859,FS
859,860,FS
860,861,FS
860,862,FS
860,863,FS
860,864,FS
864,865,FS
866,867,FS
867,868,FS
868,870,FS
870,871,FS
871,872,FS
871,873,FS
871,874,FS
3,876,FS
876,877,FS
877,878,FS
878,879,FS
3,883,FS
3,884,FS
884,885,FS
885,886,FS
885,887,FS
887,888,FS
3,890,FS
889,892,FS
893,894,FS
894,896,FS
896,897,FS
897,898,FS
898,899,FS
899,901,FS
901,902,FS
903,904,FS
904,905,FS
905,906,FS
905,907,FS
907,908,FS
908,910,FS
910,911,FS
911,912,FS
910,913,FS
913,914,FS
913,915,FS
913,916,FS
916,917,FS
918,919,FS
949,920,FS
918,921,FS
922,923,FS
923,924,FS
924,925,FS
924,926,FS
926,927,FS
924,928,FS
929,930,FS
930,931,FS
931,932,FS
857,934,FS
934,935,FS
935,936,FS
935,937,FS
937,938,FS
938,939,FS
938,940,FS
938,941,FS
941,942,FS
941,943,FS
943,944,FS
944,945,FS
945,946,FS
946,947,FS
947,948,FS
930,949,FS
949,950,FS
950,951,FS
951,952,FS
897,954,FS
900,956,FS
902,957,FS
957,958,FS
959,960,FS
960,961,FS
961,962,FS
962,963,FS
963,964,FS
964,965,FS
937,966,FS
966,967,FS
967,968,FS
966,969,FS
966,970,FS
967,971,FS
942,972,FS
972,973,FS
973,974,FS
973,975,FS
3,976,FS
3,978,FS
978,979,FS
3,981,FS
981,982,FS
981,983,FS
983,984,FS
983,985,FS
983,986,FS
983,987,FS
983,988,FS
988,989,FS
989,990,FS
990,991,FS
991,992,FS
991,993,FS
993,994,FS
994,995,FS
995,996,FS
996,997,FS
979,998,FS
3,999,FS
993,1000,FS
3,1001,FS
1001,1002,FS
889,1003,FS
3,1004,FS
1004,1005,FS
1005,1006,FS
1006,1007,FS
1007,1008,FS
3,1009,FS
3,1010,FS
1008,1011,FS
1008,1012,FS
1012,1013,FS
1012,1014,FS
1012,1015,FS
3,1017,FS
1017,1018,FS
1018,1020,FS
1020,1021,FS
1020,1022,FS
1022,1023,FS
1020,1024,FS
1023,1025,FS
1025,1026,FS
1026,1027,FS
1026,1028,FS
1018,1029,FS
1000,1030,FS
3,1031,FS
1031,1032,FS
1032,1033,FS
1033,1034,FS
1031,1035,FS
1009,1036,FS
1010,1037,FS
1035,1038,FS
1012,1039,FS
1013,1040,FS
1039,1041,FS
1015,1042,FS
3,1044,FS
1044,1045,FS
1045,1046,FS
1046,1047,FS
3,1048,FS
1048,1049,FS
1052,1051,FS
3,1052,FS
1052,1053,FS
1052,1054,FS
1054,1055,FS
1055,1056,FS
1028,1057,FS
1057,1058,FS
1058,1059,FS
1059,1060,FS
3,1061,FS
3,1062,FS
1062,1063,FS
1063,1064,FS
3,1066,FS
1066,1067,FS
1066,1068,FS
1068,1070,FS
1070,1071,FS
1071,1072,FS
1071,1073,FS
1073,1074,FS
1071,1075,FS
1074,1076,FS
1076,1077,FS
1077,1078,FS
1077,1079,FS
1077,1080,FS
1080,1081,FS
1081,1082,FS
1082,1083,FS
1083,1084,FS
1084,1085,FS
3,1088,FS
1088,1089,FS
1089,1090,FS
1090,1091,FS
1092,1093,FS
1093,1094,FS
1094,1095,FS
3,1096,FS
1096,1097,FS
1097,1098,FS
1098,1099,FS
1098,1100,FS
1100,1101,FS
1101,1102,FS
1102,1103,FS
1103,1104,FS
1103,1105,FS
1105,1106,FS
1106,1107,FS
1109,1110,FS
3,1111,FS
1110,1113,FS
1114,1115,FS
1115,1116,FS
1116,1118,FS
1118,1119,FS
1119,1120,FS
1123,1124,FS
1125,1126,FS
1130,1131,FS
1131,1132,FS
1121,1134,FS
1134,1135,FS
1114,1136,FS
1136,1137,FS
1136,1138,FS
1134,1139,FS
1138,1140,FS
1139,1141,FS
1141,1142,FS
1142,1143,FS
1145,1146,FS
1145,1147,FS
1147,1148,FS
1148,1149,FS
1149,1150,FS
1149,1151,FS
1151,1152,FS
1152,1153,FS
1153,1154,FS
1154,1155,FS
1155,1156,FS
1156,1157,FS
1157,1159,FS
1159,1160,FS
1160,1161,FS
1160,1163,FS
1164,1165,FS
1164,1166,FS
1168,1169,FS
1170,1171,FS
1171,1172,FS
1172,1173,FS
1173,1174,FS
1174,1175,FS
1175,1176,FS
1177,1178,FS
1178,1179,FS
1178,1180,FS
1163,1182,FS
3,1185,FS
3,1186,FS
3,1188,FS
1188,1189,FS
3,1190,FS
1190,1191,FS
1189,1192,FS
1192,1193,FS
1192,1194,FS
1194,1195,FS
1195,1196,FS
1196,1197,FS
1195,1198,FS
1198,1199,FS
1198,1200,FS
3,1202,FS
1202,1203,FS
1203,1204,FS
1203,1205,FS
1205,1206,FS
1206,1207,FS
1207,1208,FS
1200,1210,FS
1210,1211,FS
1211,1212,FS
1212,1213,FS
1213,1214,FS
1214,1215,FS
1215,1216,FS
1215,1217,FS
1217,1218,FS
1218,1219,FS
1200,1221,FS
1221,1222,FS
1200,1223,FS
1223,1224,FS
1222,1225,FS
1225,1226,FS
1226,1227,FS
1227,1228,FS
1228,1229,FS
1229,1230,FS
1230,1231,FS
1231,1232,FS
1200,1234,FS
1234,1235,FS
1235,1236,FS
1236,1237,FS
1237,1238,FS
1237,1239,FS
1237,1240,FS
1238,1241,FS
1241,1242,FS
1241,1243,FS
1243,1244,FS
1243,1245,FS
1243,1246,FS
1240,1247,FS
1246,1248,FS
1248,1249,FS
1248,1250,FS
1250,1251,FS
1247,1252,FS
1252,1253,FS
1248,1254,FS
1248,1255,FS
1239,1256,FS
1200,1257,FS
1257,1258,FS
1257,1260,FS
1257,1262,FS
1262,1263,FS
1263,1264,FS
1264,1265,FS
1265,1266,FS
1265,1267,FS
1267,1268,FS
1257,1270,FS
1257,1271,FS
1272,1273,FS
1273,1274,FS
1268,1275,FS
1275,1276,FS
1276,1278,FS
1270,1279,FS
1257,1280,FS
1280,1281,FS
1281,1282,FS
1282,1283,FS
1283,1285,FS
1285,1286,FS
1286,1287,FS
1287,1288,FS
1295,1289,FS
1289,1290,FS
1288,1291,FS
1290,1292,FS
1292,1293,FS
1293,1294,FS
1290,1296,FS
1290,1297,FS
1297,1298,FS
1297,1300,FS
1293,1302,FS
1302,1303,FS
3,1306,FS
3,1308,FS
3,1310,FS
1310,1311,FS
1311,1313,FS
1313,1314,FS
1308,1315,FS
1315,1316,FS
1314,1319,FS
1319,1320,FS
1320,1321,FS
1321,1322,FS
1316,1324,FS
1324,1325,FS
1325,1326,FS
1326,1327,FS
1349,1329,FS
1350,1330,FS
1322,1333,FS
1333,1334,FS
1334,1335,FS
1335,1336,FS
1336,1337,FS
1337,1338,FS
1338,1339,FS
1339,1340,FS
1326,1342,FS
1342,1343,FS
1342,1344,FS
1344,1345,FS
1345,1346,FS
1345,1347,FS
1343,1348,FS
1347,1349,FS
1349,1350,FS
1353,1352,FS
1350,1353,FS
3,1354,FS
3,1355,FS
1355,1356,FS
1356,1357,FS
1357,1358,FS
1358,1359,FS
1359,1360,FS
1360,1361,FS
3,1362,FS
1362,1363,FS
1363,1364,FS
1364,1365,FS
1365,1366,FS
1366,1367,FS
1306,1370,FS
1370,1373,FS
1372,1374,FS
1344,1376,FS
1376,1377,FS
1376,1378,FS
1378,1380,FS
1380,1381,FS
1381,1382,FS
1378,1383,FS
1383,1384,FS
1384,1385,FS
3,1388,FS
1388,1389,FS
1389,1390,FS
1390,1391,FS
1391,1392,FS
1392,1393,FS
1393,1394,FS
1394,1395,FS
1395,1396,FS
1396,1397,FS
1396,1398,FS
1397,1399,FS
1399,1400,FS
1398,1401,FS
3,1403,FS
1403,1404,FS
1404,1405,FS
1405,1406,FS
1406,1407,FS
1407,1408,FS
1408,1409,FS
1409,1410,FS
1410,1411,FS
1410,1412,FS
1411,1413,FS
1413,1414,FS
1412,1415,FS
1401,1416,FS
3,1418,FS
1418,1419,FS
1419,1420,FS
1420,1421,FS
1421,1422,FS
1422,1423,FS
1423,1424,FS
3,1426,FS
1426,1427,FS
1427,1428,FS
3,1430,FS
1432,1433,FS
1433,1434,FS
1434,1435,FS
1435,1437,FS
1437,1438,FS
1438,1440,FS
1441,1442,FS
1442,1443,FS
1443,1444,FS
1444,1445,FS
1445,1446,FS
1446,1447,FS
1447,1448,FS
1444,1449,FS
1449,1450,FS
1447,1451,FS
1450,1452,FS
1452,1454,FS
1454,1455,FS
1454,1456,FS
1456,1457,FS
1456,1458,FS
1458,1459,FS
1459,1460,FS
1460,1461,FS
1461,1462,FS
1462,1463,FS
1463,1464,FS
1428,1465,FS
1484,1467,FS
1554,1470,FS
1472,1473,FS
1473,1474,FS
1474,1475,FS
3,1476,FS
1476,1477,FS
1487,1479,FS
1514,1480,FS
1513,1481,FS
1479,1482,FS
1475,1483,FS
3,1484,FS
1484,1485,FS
1485,1486,FS
1483,1487,FS
1475,1489,FS
1489,1490,FS
1490,1491,FS
1491,1492,FS
1492,1493,FS
1511,1494,FS
1494,1495,FS
1495,1496,FS
1492,1497,FS
1497,1498,FS
1498,1499,FS
1499,1500,FS
1500,1501,FS
1501,1502,FS
1502,1503,FS
1503,1504,FS
1504,1505,FS
1505,1506,FS
1506,1507,FS
1507,1508,FS
1508,1509,FS
1509,1510,FS
1510,1511,FS
1511,1512,FS
1480,1513,FS
1512,1514,FS
1482,1516,FS
1516,1517,FS
1522,1518,FS
1518,1519,FS
1549,1520,FS
1517,1522,FS
1522,1523,FS
1523,1524,FS
1524,1525,FS
1525,1526,FS
1526,1527,FS
1527,1528,FS
1528,1529,FS
1529,1530,FS
1528,1531,FS
1531,1532,FS
1532,1533,FS
1533,1534,FS
1534,1535,FS
1535,1536,FS
1536,1537,FS
1537,1538,FS
1538,1539,FS
1539,1540,FS
1540,1541,FS
1541,1542,FS
1542,1543,FS
1543,1544,FS
1544,1545,FS
1545,1546,FS
1546,1547,FS
1546,1548,FS
1520,1551,FS
1551,1552,FS
1552,1553,FS
1553,1554,FS
1554,1555,FS
1555,1557,FS
1557,1558,FS
1552,1560,FS
1560,1561,FS
1561,1563,FS
1563,1564,FS
1630,1566,FS
3,1568,FS
1568,1570,FS
1569,1571,FS
1571,1572,FS
1571,1573,FS
1572,1574,FS
1574,1575,FS
1568,1576,FS
1576,1577,FS
1577,1578,FS
1578,1580,FS
1580,1581,FS
1581,1582,FS
1582,1583,FS
1584,1585,FS
1585,1586,FS
1586,1587,FS
1587,1588,FS
1587,1590,FS
1590,1591,FS
1588,1592,FS
1592,1593,FS
1593,1594,FS
1594,1595,FS
1595,1596,FS
1593,1597,FS
1598,1599,FS
3,1601,FS
1601,1602,FS
1601,1603,FS
1603,1604,FS
1602,1605,FS
1577,1607,FS
1578,1608,FS
1608,1610,FS
1610,1611,FS
1611,1612,FS
1612,1613,FS
1613,1614,FS
1614,1615,FS
1615,1616,FS
1616,1617,FS
1617,1618,FS
1618,1620,FS
1620,1621,FS
3,1623,FS
1623,1624,FS
1624,1625,FS
1618,1628,FS
1630,1631,FS
1618,1632,FS
