id,project_id,task_id,task_name,baseline_start,baseline_end,duration_hours,labor,material,equipment,energy,testing_inspection,project_management,facility,utilities,communication,training,quality_management,overtime,delay_penalty,inventory_holding,waiting_cost,idle_resource,revenue_delay,expediting,insurance,rework,warranty,litigation,regulatory_compliance,contingency_reserve,management_reserve,transportation,ordering,packaging,reverse_logistics,customs,supplier_coordination,opportunity_cost,capital_cost,financing_cost,npv_loss,esg_cost,carbon_tax,reputation_cost,total_cost,created_at,updated_at
60,C2012-04,C2012-04_11,Placement formworks and concrete casting,2012-05-04 00:00:00+00:00,2012-05-07 02:00:00+00:00,9.00,2160.00,3095.00,1575.00,393.75,219.07,225.65,150.43,75.22,75.22,37.61,112.82,0.00,150.43,150.43,75.22,75.22,112.82,75.22,188.04,150.43,112.82,75.22,112.82,188.04,150.43,188.04,75.22,37.61,112.82,75.22,150.43,75.22,150.43,150.43,112.82,112.82,75.22,75.22,11128.41,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
61,C2012-04,C2012-04_12,Culverts concrete aging,2012-05-07 00:00:00+00:00,2012-05-22 03:00:00+00:00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
62,C2012-04,C2012-04_19,Road embankments,2012-05-07 00:00:00+00:00,2012-06-01 02:00:00+00:00,153.00,91800.00,55095.00,93330.00,23332.50,8046.72,8288.12,5525.41,2762.71,2762.71,1381.35,4144.06,0.00,5525.41,5525.41,2762.71,2762.71,4144.06,2762.71,6906.77,5525.41,4144.06,2762.71,4144.06,6906.77,5525.41,6906.77,2762.71,1381.35,4144.06,2762.71,5525.41,2762.71,5525.41,5525.41,4144.06,4144.06,2762.71,2762.71,406976.86,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
63,C2012-04,C2012-04_20,Sound barriers,2012-05-30 00:00:00+00:00,2012-06-01 03:00:00+00:00,18.00,4320.00,23000.00,3150.00,787.50,942.45,970.72,647.15,323.57,323.57,161.79,485.36,0.00,647.15,647.15,323.57,323.57,485.36,323.57,808.94,647.15,485.36,323.57,485.36,808.94,647.15,808.94,323.57,161.79,485.36,323.57,647.15,323.57,647.15,647.15,485.36,485.36,323.57,323.57,48055.06,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
64,C2012-04,C2012-04_17,Digging,2012-05-30 00:00:00+00:00,2012-06-11 10:00:00+00:00,72.00,38880.00,0.00,49392.00,12348.00,3092.69,3185.47,2123.65,1061.82,1061.82,530.91,1592.73,0.00,2123.65,2123.65,1061.82,1061.82,1592.73,1061.82,2654.56,2123.65,1592.73,1061.82,1592.73,2654.56,2123.65,2654.56,1061.82,530.91,1592.73,1061.82,2123.65,1061.82,2123.65,2123.65,1592.73,1592.73,1061.82,1061.82,155741.99,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
65,C2012-04,C2012-04_22,Longitudinal drains (ditches),2012-06-11 00:00:00+00:00,2012-06-18 07:00:00+00:00,45.00,10800.00,1500.00,12285.00,3071.25,848.12,873.56,582.37,291.19,291.19,145.59,436.78,0.00,582.37,582.37,291.19,291.19,436.78,291.19,727.97,582.37,436.78,291.19,436.78,727.97,582.37,727.97,291.19,145.59,436.78,291.19,582.37,291.19,582.37,582.37,436.78,436.78,291.19,291.19,42772.53,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
66,C2012-04,C2012-04_24,Plinths excavation,2012-06-18 00:00:00+00:00,2012-06-19 02:00:00+00:00,9.00,2160.00,0.00,2772.00,693.00,172.91,178.09,118.73,59.37,59.37,29.68,89.05,0.00,118.73,118.73,59.37,59.37,89.05,59.37,148.41,118.73,89.05,59.37,89.05,148.41,118.73,148.41,59.37,29.68,89.05,59.37,118.73,59.37,118.73,118.73,89.05,89.05,59.37,59.37,8706.85,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
67,C2012-04,C2012-04_25,Pouring piles frameworks and drilling,2012-06-19 00:00:00+00:00,2012-06-25 05:00:00+00:00,36.00,12960.00,190095.00,11160.00,2790.00,6526.89,6722.70,4481.80,2240.90,2240.90,1120.45,3361.35,0.00,4481.80,4481.80,2240.90,2240.90,3361.35,2240.90,5602.25,4481.80,3361.35,2240.90,3361.35,5602.25,4481.80,5602.25,2240.90,1120.45,3361.35,2240.90,4481.80,2240.90,4481.80,4481.80,3361.35,3361.35,2240.90,2240.90,333335.99,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
68,C2012-04,C2012-04_26,Piles concrete aging,2012-06-25 00:00:00+00:00,2012-07-10 03:00:00+00:00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
69,C2012-04,C2012-04_27,Making of plinths (pouring frameworks and concrete casting),2012-07-09 00:00:00+00:00,2012-07-11 03:00:00+00:00,18.00,4320.00,100095.00,3150.00,787.50,3255.30,3352.96,2235.31,1117.65,1117.65,558.83,1676.48,0.00,2235.31,2235.31,1117.65,1117.65,1676.48,1117.65,2794.13,2235.31,1676.48,1117.65,1676.48,2794.13,2235.31,2794.13,1117.65,558.83,1676.48,1117.65,2235.31,1117.65,2235.31,2235.31,1676.48,1676.48,1117.65,1117.65,166372.80,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
70,C2012-04,C2012-04_28,Plinths concrete aging,2012-07-11 00:00:00+00:00,2012-07-26 03:00:00+00:00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
71,C2012-04,C2012-04_29,Making of pylons (pouring frameworks and concrete casting),2012-07-25 00:00:00+00:00,2012-07-26 02:00:00+00:00,9.00,2160.00,11095.00,1575.00,393.75,459.07,472.85,315.23,157.62,157.62,78.81,236.42,0.00,315.23,315.23,157.62,157.62,236.42,157.62,394.04,315.23,236.42,157.62,236.42,394.04,315.23,394.04,157.62,78.81,236.42,157.62,315.23,157.62,315.23,315.23,236.42,236.42,157.62,157.62,23406.01,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
72,C2012-04,C2012-04_30,Pylons concrete aging,2012-07-26 00:00:00+00:00,2012-08-10 03:00:00+00:00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
73,C2012-04,C2012-04_31,Making of shoulders (pouring frameworks and concrete casting),2012-08-09 00:00:00+00:00,2012-08-10 02:00:00+00:00,9.00,2160.00,81095.00,1575.00,393.75,2559.07,2635.85,1757.23,878.62,878.62,439.31,1317.92,0.00,1757.23,1757.23,878.62,878.62,1317.92,878.62,2196.54,1757.23,1317.92,878.62,1317.92,2196.54,1757.23,2196.54,878.62,439.31,1317.92,878.62,1757.23,878.62,1757.23,1757.23,1317.92,1317.92,878.62,878.62,130835.01,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
74,C2012-04,C2012-04_32,Shoulders concrete aging,2012-08-10 00:00:00+00:00,2012-08-27 03:00:00+00:00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
75,C2012-04,C2012-04_33,Pouring prefabricated beam,2012-08-24 00:00:00+00:00,2012-08-27 02:00:00+00:00,9.00,2160.00,52000.00,1575.00,393.75,1686.22,1736.81,1157.87,578.94,578.94,289.47,868.41,0.00,1157.87,1157.87,578.94,578.94,868.41,578.94,1447.34,1157.87,868.41,578.94,868.41,1447.34,1157.87,1447.34,578.94,289.47,868.41,578.94,1157.87,578.94,1157.87,1157.87,868.41,868.41,578.94,578.94,86182.91,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
76,C2012-04,C2012-04_34,Making of slab (pouring frameworks and concrete casting),2012-08-27 00:00:00+00:00,2012-08-28 02:00:00+00:00,9.00,2700.00,23595.00,1575.00,393.75,850.27,875.78,583.86,291.93,291.93,145.96,437.89,0.00,583.86,583.86,291.93,291.93,437.89,291.93,729.82,583.86,437.89,291.93,437.89,729.82,583.86,729.82,291.93,145.96,437.89,291.93,583.86,291.93,583.86,583.86,437.89,437.89,291.93,291.93,43418.52,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
77,C2012-04,C2012-04_35,Slab's concrete aging,2012-08-28 00:00:00+00:00,2012-09-12 03:00:00+00:00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
78,C2012-04,C2012-04_36,Making of embankments,2012-09-11 00:00:00+00:00,2012-09-28 05:00:00+00:00,108.00,32400.00,18000.00,36720.00,9180.00,2944.08,3032.40,2021.60,1010.80,1010.80,505.40,1516.20,0.00,2021.60,2021.60,1010.80,1010.80,1516.20,1010.80,2527.00,2021.60,1516.20,1010.80,1516.20,2527.00,2021.60,2527.00,1010.80,505.40,1516.20,1010.80,2021.60,1010.80,2021.60,2021.60,1516.20,1516.20,1010.80,1010.80,148773.28,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
79,C2012-04,C2012-04_41,Demolitions,2012-06-18 00:00:00+00:00,2012-06-19 02:00:00+00:00,9.00,1620.00,0.00,3330.00,832.50,178.47,183.82,122.55,61.27,61.27,30.64,91.91,0.00,122.55,122.55,61.27,61.27,91.91,61.27,153.19,122.55,91.91,61.27,91.91,153.19,122.55,153.19,61.27,30.64,91.91,61.27,122.55,61.27,122.55,122.55,91.91,91.91,61.27,61.27,8963.38,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
80,C2012-04,C2012-04_42,Topsoil removal and clearing subbase,2012-06-19 00:00:00+00:00,2012-06-26 07:00:00+00:00,45.00,8100.00,0.00,9225.00,2306.25,602.77,620.86,413.91,206.95,206.95,103.48,310.43,0.00,413.91,413.91,206.95,206.95,310.43,206.95,517.38,413.91,310.43,206.95,310.43,517.38,413.91,517.38,206.95,103.48,310.43,206.95,413.91,206.95,413.91,413.91,310.43,310.43,206.95,206.95,30374.72,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
81,C2012-04,C2012-04_38,Embankments,2012-06-26 00:00:00+00:00,2012-07-25 04:00:00+00:00,171.00,102600.00,68695.00,104310.00,26077.50,9206.94,9483.15,6322.10,3161.05,3161.05,1580.53,4741.57,0.00,6322.10,6322.10,3161.05,3161.05,4741.57,3161.05,7902.62,6322.10,4741.57,3161.05,4741.57,7902.62,6322.10,7902.62,3161.05,1580.53,4741.57,3161.05,6322.10,3161.05,6322.10,6322.10,4741.57,4741.57,3161.05,3161.05,465780.85,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
82,C2012-04,C2012-04_39,Sound barriers,2012-07-23 00:00:00+00:00,2012-07-25 03:00:00+00:00,18.00,4320.00,12600.00,3150.00,787.50,630.45,649.36,432.91,216.46,216.46,108.23,324.68,0.00,432.91,432.91,216.46,216.46,324.68,216.46,541.14,432.91,324.68,216.46,324.68,541.14,432.91,541.14,216.46,108.23,324.68,216.46,432.91,216.46,432.91,432.91,324.68,324.68,216.46,216.46,32094.29,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
83,C2012-04,C2012-04_63,Manhole covers,2012-06-19 00:00:00+00:00,2012-06-20 02:00:00+00:00,9.00,1080.00,6000.00,1575.00,393.75,273.82,282.04,188.03,94.01,94.01,47.01,141.02,0.00,188.03,188.03,94.01,94.01,141.02,94.01,235.03,188.03,141.02,94.01,141.02,235.03,188.03,235.03,94.01,47.01,141.02,94.01,188.03,94.01,188.03,188.03,141.02,141.02,94.01,94.01,13929.21,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
84,C2012-04,C2012-04_62,Catch water drains,2012-07-25 00:00:00+00:00,2012-07-30 04:00:00+00:00,27.00,6480.00,15000.00,9261.00,2315.25,1005.58,1035.75,690.50,345.25,345.25,172.62,517.87,0.00,690.50,690.50,345.25,345.25,517.87,345.25,863.12,690.50,517.87,345.25,517.87,863.12,690.50,863.12,345.25,172.62,517.87,345.25,690.50,345.25,690.50,690.50,517.87,517.87,345.25,345.25,50979.02,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
85,C2012-04,C2012-04_66,Retaining walls (frameworks and concrete casting),2012-07-30 00:00:00+00:00,2012-07-31 02:00:00+00:00,9.00,2700.00,88095.00,1575.00,393.75,2785.28,2868.83,1912.56,956.28,956.28,478.14,1434.42,0.00,1912.56,1912.56,956.28,956.28,1434.42,956.28,2390.69,1912.56,1434.42,956.28,1434.42,2390.69,1912.56,2390.69,956.28,478.14,1434.42,956.28,1912.56,956.28,1912.56,1912.56,1434.42,1434.42,956.28,956.28,142406.71,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
86,C2012-04,C2012-04_67,Retaining walls concrete aging,2012-07-31 00:00:00+00:00,2012-08-15 03:00:00+00:00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
87,C2012-04,C2012-04_68,Pouring prefabricated beams,2012-08-14 00:00:00+00:00,2012-08-15 02:00:00+00:00,9.00,2160.00,50000.00,1575.00,393.75,1626.22,1675.01,1116.67,558.34,558.34,279.17,837.51,0.00,1116.67,1116.67,558.34,558.34,837.51,558.34,1395.84,1116.67,837.51,558.34,837.51,1395.84,1116.67,1395.84,558.34,279.17,837.51,558.34,1116.67,558.34,1116.67,1116.67,837.51,837.51,558.34,558.34,83113.51,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
88,C2012-04,C2012-04_69,Making of slabs (frameworks pouring and concrete casting),2012-08-15 00:00:00+00:00,2012-08-16 02:00:00+00:00,9.00,2700.00,8000.00,1575.00,393.75,382.43,393.90,262.60,131.30,131.30,65.65,196.95,0.00,262.60,262.60,131.30,131.30,196.95,131.30,328.25,262.60,196.95,131.30,196.95,328.25,262.60,328.25,131.30,65.65,196.95,131.30,262.60,131.30,262.60,262.60,196.95,196.95,131.30,131.30,19484.88,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
89,C2012-04,C2012-04_70,Slabs concrete aging,2012-08-16 00:00:00+00:00,2012-08-31 03:00:00+00:00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
90,C2012-04,C2012-04_82,Demolitions,2012-08-30 00:00:00+00:00,2012-08-31 02:00:00+00:00,9.00,1620.00,0.00,3330.00,832.50,178.47,183.82,122.55,61.27,61.27,30.64,91.91,0.00,122.55,122.55,61.27,61.27,91.91,61.27,153.19,122.55,91.91,61.27,91.91,153.19,122.55,153.19,61.27,30.64,91.91,61.27,122.55,61.27,122.55,122.55,91.91,91.91,61.27,61.27,8963.38,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
91,C2012-04,C2012-04_83,Topsoil removal and subbase clearing,2012-08-31 00:00:00+00:00,2012-09-19 05:00:00+00:00,108.00,25920.00,0.00,29700.00,7425.00,1935.90,1993.98,1329.32,664.66,664.66,332.33,996.99,0.00,1329.32,1329.32,664.66,664.66,996.99,664.66,1661.65,1329.32,996.99,664.66,996.99,1661.65,1329.32,1661.65,664.66,332.33,996.99,664.66,1329.32,664.66,1329.32,1329.32,996.99,996.99,664.66,664.66,97549.24,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
92,C2012-04,C2012-04_75,Embankments,2012-09-18 00:00:00+00:00,2012-11-22 03:00:00+00:00,378.00,226800.00,140000.00,260064.00,65016.00,21146.50,21780.89,14520.59,7260.30,7260.30,3630.15,10890.44,0.00,14520.59,14520.59,7260.30,7260.30,10890.44,7260.30,18150.74,14520.59,10890.44,7260.30,10890.44,18150.74,14520.59,18150.74,7260.30,3630.15,10890.44,7260.30,14520.59,7260.30,14520.59,14520.59,10890.44,10890.44,7260.30,7260.30,1068781.01,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
93,C2012-04,C2012-04_73,Terracing,2012-11-15 00:00:00+00:00,2012-11-16 02:00:00+00:00,9.00,1620.00,1800.00,2214.00,553.50,188.95,194.61,129.74,64.87,64.87,32.44,97.31,0.00,129.74,129.74,64.87,64.87,97.31,64.87,162.18,129.74,97.31,64.87,97.31,162.18,129.74,162.18,64.87,32.44,97.31,64.87,129.74,64.87,129.74,129.74,97.31,97.31,64.87,64.87,9555.14,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
94,C2012-04,C2012-04_72,Carrying remaining soil,2012-11-16 00:00:00+00:00,2012-11-19 02:00:00+00:00,9.00,5400.00,0.00,6192.00,1548.00,403.49,415.59,277.06,138.53,138.53,69.27,207.80,0.00,277.06,277.06,138.53,138.53,207.80,138.53,346.33,277.06,207.80,138.53,207.80,346.33,277.06,346.33,138.53,69.27,207.80,138.53,277.06,138.53,277.06,277.06,207.80,207.80,138.53,138.53,20331.52,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
95,C2012-04,C2012-04_80,Culverts,2012-09-18 00:00:00+00:00,2012-09-20 03:00:00+00:00,18.00,3240.00,7000.00,3150.00,787.50,430.05,442.95,295.30,147.65,147.65,73.83,221.48,0.00,295.30,295.30,147.65,147.65,221.48,147.65,369.13,295.30,221.48,147.65,221.48,369.13,295.30,369.13,147.65,73.83,221.48,147.65,295.30,147.65,295.30,295.30,221.48,221.48,147.65,147.65,21842.46,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
96,C2012-04,C2012-04_78,Catch water drains,2012-11-15 00:00:00+00:00,2012-11-16 02:00:00+00:00,9.00,2160.00,20000.00,3087.00,771.75,785.19,808.75,539.17,269.58,269.58,134.79,404.37,0.00,539.17,539.17,269.58,269.58,404.37,269.58,673.96,539.17,404.37,269.58,404.37,673.96,539.17,673.96,269.58,134.79,404.37,269.58,539.17,269.58,539.17,539.17,404.37,404.37,269.58,269.58,40013.48,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
97,C2012-04,C2012-04_77,Draining trenches,2012-11-15 00:00:00+00:00,2012-11-19 03:00:00+00:00,18.00,3240.00,3600.00,4914.00,1228.50,396.85,408.75,272.50,136.25,136.25,68.13,204.38,0.00,272.50,272.50,136.25,136.25,204.38,136.25,340.63,272.50,204.38,136.25,204.38,340.63,272.50,340.63,136.25,68.13,204.38,136.25,272.50,136.25,272.50,272.50,204.38,204.38,136.25,136.25,20055.66,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
98,C2012-04,C2012-04_48,Demolitions,2012-11-19 00:00:00+00:00,2012-11-20 02:00:00+00:00,9.00,1620.00,0.00,3330.00,832.50,178.47,183.82,122.55,61.27,61.27,30.64,91.91,0.00,122.55,122.55,61.27,61.27,91.91,61.27,153.19,122.55,91.91,61.27,91.91,153.19,122.55,153.19,61.27,30.64,91.91,61.27,122.55,61.27,122.55,122.55,91.91,91.91,61.27,61.27,8963.38,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
99,C2012-04,C2012-04_49,Topsoil removal and clearing subbase,2012-11-20 00:00:00+00:00,2012-11-23 04:00:00+00:00,27.00,4860.00,0.00,5535.00,1383.75,361.67,372.51,248.34,124.17,124.17,62.09,186.26,0.00,248.34,248.34,124.17,124.17,186.26,124.17,310.43,248.34,186.26,124.17,186.26,310.43,248.34,310.43,124.17,62.09,186.26,124.17,248.34,124.17,248.34,248.34,186.26,186.26,124.17,124.17,18224.81,2026-08-14 17:16:18.558558+00:00,2026-08-14 17:16:18.558558+00:00
