source,target,type
695,703,FS
706,708,FS
708,709,FS
709,710,FS
710,711,FS
709,712,FS
712,713,FS
711,714,FS
714,715,FS
711,716,FS
716,717,FS
712,718,FS
712,719,FS
719,720,FS
698,721,FS
699,722,FS
692,723,FS
693,724,FS
694,725,FS
695,726,FS
721,728,FS
723,729,FS
724,730,FS
725,731,FS
726,732,FS
728,734,FS
729,735,FS
730,736,FS
731,737,FS
732,738,FS
734,739,FS
728,741,FS
722,742,FS
729,743,FS
730,744,FS
731,745,FS
732,746,FS
704,747,FS
741,749,FS
742,750,FS
743,751,FS
744,752,FS
745,753,FS
746,754,FS
747,755,FS
698,757,FS
763,767,FS
764,768,FS
765,769,FS
766,770,FS
772,773,FS
773,774,FS
774,775,FS
749,777,FS
777,778,FS
778,779,FS
751,780,FS
752,781,FS
753,782,FS
754,783,FS
703,785,FS
785,786,FS
786,787,FS
787,788,FS
788,789,FS
789,791,FS
791,792,FS
792,793,FS
792,794,FS
794,795,FS
795,796,FS
792,797,FS
684,798,FS
798,799,FS
799,800,FS
800,801,FS
801,802,FS
749,809,FS
752,811,FS
753,812,FS
754,813,FS
815,816,FS
816,817,FS
817,818,FS
714,819,FS
789,822,FS
822,823,FS
823,824,FS
824,825,FS
825,826,FS
685,828,FS
828,829,FS
829,830,FS
685,831,FS
831,832,FS
653,833,FS
836,838,FS
838,839,FS
842,843,FS
843,844,FS
846,847,FS
847,848,FS
849,850,FS
850,851,FS
851,852,FS
852,853,FS
853,854,FS
853,855,FS
854,856,FS
854,857,FS
856,858,FS
858,859,FS
859,860,FS
860,861,FS
860,862,FS
862,863,FS
847,866,FS
858,867,FS
867,868,FS
860,869,FS
869,870,FS
872,873,FS
860,875,FS
860,876,FS
880,881,FS
881,883,FS
883,886,FS
886,887,FS
887,888,FS
887,890,FS
890,891,FS
891,893,FS
893,894,FS
894,895,FS
895,896,FS
896,897,FS
897,898,FS
898,899,FS
899,900,FS
891,902,FS
902,903,FS
903,904,FS
904,905,FS
905,906,FS
906,907,FS
907,908,FS
908,909,FS
909,910,FS
910,911,FS
900,912,FS
911,915,FS
915,916,FS
916,917,FS
917,918,FS
917,920,FS
920,921,FS
918,923,FS
921,924,FS
924,925,FS
925,926,FS
926,927,FS
927,928,FS
928,929,FS
929,930,FS
921,932,FS
932,933,FS
933,934,FS
934,935,FS
935,936,FS
936,937,FS
937,938,FS
939,940,FS
940,941,FS
941,942,FS
945,947,FS
947,948,FS
965,951,FS
955,956,FS
956,957,FS
958,959,FS
959,960,FS
960,961,FS
961,962,FS
967,968,FS
968,969,FS
969,970,FS
969,971,FS
971,972,FS
1028,973,FS
975,976,FS
976,977,FS
976,979,FS
986,981,FS
979,983,FS
980,984,FS
979,986,FS
981,987,FS
979,988,FS
988,989,FS
988,990,FS
998,1000,FS
1000,1001,FS
1004,1005,FS
1005,1006,FS
1006,1007,FS
1008,1014,FS
1010,1015,FS
1008,1018,FS
1021,1019,FS
1008,1020,FS
1008,1021,FS
1008,1023,FS
990,1026,FS
1025,1028,FS
