id,project_id,task_name,task_type,status,baseline_start,type,base_cost,total_cost,risk_factor,duration_months,duration_weeks,duration_days,duration_hours,calendar_type,internal_labor_cost,overtime_cost,equipment_fuel_cost,qa_qc_cost,material_cost,outsourcing_cost,training_cost,facility_rent,communication_cost,utilities_cost,insurance_cost,licensing_cost,warranty_cost,complexity,weather_contingency,general_contingency,rework_risk,holding_cost,international_freight,handling_cost,reverse_logistics,defect_cost,overtime_hours,lag_time,metadata_json
18_21,18,17. Developing payment system,,Pending,2019-07-17 08:00:00,,20000.00,28000.00,1.4000,0.00,0.00,55.00,440.00,,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_22,18,18. Testing & approving app,,Pending,2019-10-02 08:00:00,,4500.00,6300.00,1.4000,0.00,0.00,15.00,120.00,,0.00,0.00,0.00,4500.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_23,18,19. Testing & approving payment system,,Pending,2019-10-02 08:00:00,,1500.00,2100.00,1.4000,0.00,0.00,15.00,120.00,,0.00,0.00,0.00,1500.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_25,18,20. Negotiate maintenance contract with possible partners,,Pending,2019-06-19 08:00:00,,4800.00,6720.00,1.4000,0.00,0.00,20.00,160.00,,4800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_27,18,21. Drilling the holes where the charging blocks will be put by Eandis and where the traffic signs will be put,,Pending,2019-06-26 08:00:00,,10599.00,14838.60,1.4000,0.00,0.00,12.00,96.00,,0.00,0.00,0.00,0.00,0.00,10599.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_28,18,22. Delivery and placing of the charging blocks (UwLaadpunt),,Pending,2019-07-12 08:00:00,,78715.00,110201.00,1.4000,0.00,0.00,12.00,96.00,,0.00,0.00,0.00,0.00,0.00,78715.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_29,18,23. Access power network: connecting charging blocks to power grid (Eandis),,Pending,2019-07-30 08:00:00,,19500.00,27300.00,1.4000,0.00,0.00,12.00,96.00,,0.00,0.00,0.00,0.00,0.00,19500.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_3,18,"1. Analysis of car usage in general, link to car sharing, environment, cost of parking",,Pending,2019-01-01 08:00:00,,2400.00,3360.00,1.4000,0.00,0.00,10.00,80.00,,2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_30,18,24. Installation of visibility marks (Trafiroad),,Pending,2019-07-30 08:00:00,,2480.00,3472.00,1.4000,0.00,0.00,6.00,48.00,,0.00,0.00,0.00,0.00,0.00,2480.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_31,18,25. Installation of trafic signs (Trafiroad),,Pending,2019-07-30 08:00:00,,8500.00,11900.00,1.4000,0.00,0.00,6.00,48.00,,0.00,0.00,0.00,0.00,0.00,8500.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_32,18,26. Testing of the charging blocks,,Pending,2019-08-15 08:00:00,,0.00,0.00,1.4000,0.00,0.00,6.00,48.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_34,18,27. Delivery cars,,Pending,2019-08-23 08:00:00,,144000.00,201600.00,1.4000,0.00,0.00,6.00,48.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,144000.00,0.00,0.00,,0.00,,{}
18_36,18,28. Placing cars,,Pending,2019-09-02 08:00:00,,960.00,1344.00,1.4000,0.00,0.00,5.00,40.00,,960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_37,18,29. Final testing of the finished system,,Pending,2019-09-09 08:00:00,,8000.00,11200.00,1.4000,0.00,0.00,20.00,160.00,,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_39,18,30. Publicity campaign for our company,,Pending,2019-10-07 08:00:00,,3360.00,4704.00,1.4000,0.00,0.00,15.00,120.00,,3360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_4,18,2. Type of cars,,Pending,2019-01-15 08:00:00,,2400.00,3360.00,1.4000,0.00,0.00,6.00,48.00,,2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_41,18,31. Payment of Web/app developers,,Pending,2019-10-23 08:00:00,,240.00,336.00,1.4000,0.00,0.00,1.00,8.00,,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_42,18,32. Payment 'UwLaadpunt',,Pending,2019-07-30 08:00:00,,240.00,336.00,1.4000,0.00,0.00,1.00,8.00,,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_43,18,33. Payment 'Eandis',,Pending,2019-08-15 08:00:00,,240.00,336.00,1.4000,0.00,0.00,1.00,8.00,,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_44,18,34. Payment 'Traffiroad',,Pending,2019-08-07 08:00:00,,240.00,336.00,1.4000,0.00,0.00,1.00,8.00,,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_46,18,36. Payment carleasing,,Pending,2019-09-02 08:00:00,,240.00,336.00,1.4000,0.00,0.00,1.00,8.00,,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_48,18,37. Launch,,Pending,2019-10-23 17:00:00,,0.00,0.00,1.4000,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_5,18,3. Determine amount of ars needed and parking place,,Pending,2019-01-23 08:00:00,,2400.00,3360.00,1.4000,0.00,0.00,6.00,48.00,,2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_6,18,4. Research for charging stations (suppliers),,Pending,2019-01-31 08:00:00,,800.00,1120.00,1.4000,0.00,0.00,2.00,16.00,,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_7,18,5. Research use of exsisting charging stations,,Pending,2019-01-31 08:00:00,,400.00,560.00,1.4000,0.00,0.00,1.00,8.00,,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_8,18,6. Research for traffic sign supplier (Trafiroad),,Pending,2019-01-31 08:00:00,,400.00,560.00,1.4000,0.00,0.00,1.00,8.00,,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
18_9,18,7. Research amount of staff needed (extra contractors),,Pending,2019-02-04 08:00:00,,1200.00,1680.00,1.4000,0.00,0.00,3.00,24.00,,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.2000,0.0000,0.2000,0.0000,0.00,0.00,0.00,0.00,,0.00,,{}
