task_id,baseline_start,baseline_end,duration_hours,labor,material,equipment,energy,testing_inspection,project_management,facility,utilities,communication,training,quality_management,overtime,delay_penalty,inventory_holding,waiting_cost,idle_resource,revenue_delay,expediting,insurance,rework,warranty,litigation,regulatory_compliance,contingency_reserve,management_reserve,transportation,ordering,packaging,reverse_logistics,customs,supplier_coordination,opportunity_cost,capital_cost,financing_cost,npv_loss,esg_cost,carbon_tax,reputation_cost,task_name,total_cost
C2019-16_12,2019-05-30 08:00:00,2019-05-30T17:00:00,8.0,320.0,9400.0,0.0,0.0,297.432,306.355,204.237,102.118,102.118,51.059,153.177,0.0,204.237,204.237,102.118,102.118,153.177,102.118,255.296,204.237,153.177,102.118,153.177,255.296,204.237,255.296,102.118,51.059,153.177,102.118,204.237,102.118,204.237,204.237,153.177,153.177,102.118,102.118,supply concrete blocks (to prevent the floor comes up),15021.23
C2019-16_13,2019-05-31 08:00:00,2019-05-31T17:00:00,8.0,640.0,2500.0,0.0,0.0,96.084,98.967,65.978,32.989,32.989,16.494,49.483,0.0,65.978,65.978,32.989,32.989,49.483,32.989,82.472,65.978,49.483,32.989,49.483,82.472,65.978,82.472,32.989,16.494,49.483,32.989,65.978,32.989,65.978,65.978,49.483,49.483,32.989,32.989,placing concrete blocks,4852.54
C2019-16_14,2019-05-30 08:00:00,2019-05-30T17:00:00,8.0,320.0,3530.0,0.0,0.0,117.81,121.344,80.896,40.448,40.448,20.224,60.672,0.0,80.896,80.896,40.448,40.448,60.672,40.448,101.12,80.896,60.672,40.448,60.672,101.12,80.896,101.12,40.448,20.224,60.672,40.448,80.896,40.448,80.896,80.896,60.672,60.672,40.448,40.448,Cleaning walls and threshold,5949.76
C2019-16_15,2019-06-03 08:00:00,2019-06-03T17:00:00,8.0,960.0,3200.0,0.0,0.0,127.296,131.115,87.41,43.705,43.705,21.852,65.557,0.0,87.41,87.41,43.705,43.705,65.557,43.705,109.262,87.41,65.557,43.705,65.557,109.262,87.41,109.262,43.705,21.852,65.557,43.705,87.41,43.705,87.41,87.41,65.557,65.557,43.705,43.705,Installing stairs in lock chamber,6428.83
C2019-16_16,2019-06-04 08:00:00,2019-06-04T17:00:00,8.0,960.0,9400.0,0.0,0.0,317.016,326.526,217.684,108.842,108.842,54.421,163.263,0.0,217.684,217.684,108.842,108.842,163.263,108.842,272.105,217.684,163.263,108.842,163.263,272.105,217.684,272.105,108.842,54.421,163.263,108.842,217.684,108.842,217.684,217.684,163.263,163.263,108.842,108.842,"Replacing hinges, pivot shoes and pivots",16010.27
C2019-16_17,2019-06-04 08:00:00,2019-06-06T17:00:00,24.0,960.0,3000.0,0.0,0.0,121.176,124.811,83.208,41.604,41.604,20.802,62.406,0.0,83.208,83.208,41.604,41.604,62.406,41.604,104.009,83.208,62.406,41.604,62.406,104.009,83.208,104.009,41.604,20.802,62.406,41.604,83.208,41.604,83.208,83.208,62.406,62.406,41.604,41.604,Cleaning lock head,6119.77
C2019-16_18,2019-06-04 08:00:00,2019-06-05T17:00:00,16.0,1280.0,2900.0,0.0,0.0,127.908,131.745,87.83,43.915,43.915,21.958,65.873,0.0,87.83,87.83,43.915,43.915,65.873,43.915,109.788,87.83,65.873,43.915,65.873,109.788,87.83,109.788,43.915,21.958,65.873,43.915,87.83,43.915,87.83,87.83,65.873,65.873,43.915,43.915,Reparing walls,6459.75
C2019-16_31,2019-06-06 17:00:00,2019-06-07T17:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,End Restoration of lock head/Start Installing new gates,
C2019-16_19,2019-06-07 08:00:00,2019-06-07T17:00:00,8.0,320.0,5550.0,0.0,0.0,179.622,185.011,123.34,61.67,61.67,30.835,92.505,0.0,123.34,123.34,61.67,61.67,92.505,61.67,154.176,123.34,92.505,61.67,92.505,154.176,123.34,154.176,61.67,30.835,92.505,61.67,123.34,61.67,123.34,123.34,92.505,92.505,61.67,61.67,Transport of gates to the site,9071.46
C2019-16_20,2019-06-10 08:00:00,2019-06-10T17:00:00,8.0,960.0,24000.0,0.0,0.0,763.776,786.689,524.46,262.23,262.23,131.115,393.345,0.0,524.46,524.46,262.23,262.23,393.345,262.23,655.574,524.46,393.345,262.23,393.345,655.574,524.46,655.574,262.23,131.115,393.345,262.23,524.46,262.23,524.46,524.46,393.345,393.345,262.23,262.23,Put gates in place,38573.04
C2019-16_21,2019-06-11 08:00:00,2019-06-11T17:00:00,8.0,640.0,8000.0,0.0,0.0,264.384,272.316,181.544,90.772,90.772,45.386,136.158,0.0,181.544,181.544,90.772,90.772,136.158,90.772,226.93,181.544,136.158,90.772,136.158,226.93,181.544,226.93,90.772,45.386,136.158,90.772,181.544,90.772,181.544,181.544,136.158,136.158,90.772,90.772,"Adjusting gates (Tightening hinges , front beams, sealing, anchorage points)",13352.21
C2019-16_22,2019-06-12 08:00:00,2019-06-12T17:00:00,8.0,640.0,2200.0,0.0,0.0,86.904,89.511,59.674,29.837,29.837,14.919,44.756,0.0,59.674,59.674,29.837,29.837,44.756,29.837,74.593,59.674,44.756,29.837,44.756,74.593,59.674,74.593,29.837,14.919,44.756,29.837,59.674,29.837,59.674,59.674,44.756,44.756,29.837,29.837,Installing railing,4388.92
C2019-16_23,2019-06-12 08:00:00,2019-06-12T17:00:00,8.0,640.0,2500.0,0.0,0.0,96.084,98.967,65.978,32.989,32.989,16.494,49.483,0.0,65.978,65.978,32.989,32.989,49.483,32.989,82.472,65.978,49.483,32.989,49.483,82.472,65.978,82.472,32.989,16.494,49.483,32.989,65.978,32.989,65.978,65.978,49.483,49.483,32.989,32.989,preliminary works at threshold,4852.54
C2019-16_24,2019-06-13 08:00:00,2019-06-14T17:00:00,16.0,1920.0,3300.0,0.0,0.0,159.732,164.524,109.683,54.841,54.841,27.421,82.262,0.0,109.683,109.683,54.841,54.841,82.262,54.841,137.103,109.683,82.262,54.841,82.262,137.103,109.683,137.103,54.841,27.421,82.262,54.841,109.683,54.841,109.683,109.683,82.262,82.262,54.841,54.841,Repairing threshold,8066.96
C2019-16_25,2019-06-12 08:00:00,2019-06-13T17:00:00,16.0,1280.0,4200.0,0.0,0.0,167.688,172.719,115.146,57.573,57.573,28.786,86.359,0.0,115.146,115.146,57.573,57.573,86.359,57.573,143.932,115.146,86.359,57.573,86.359,143.932,115.146,143.932,57.573,28.786,86.359,57.573,115.146,57.573,115.146,115.146,86.359,86.359,57.573,57.573,Install platforms,8468.76
C2019-16_26,2019-06-12 08:00:00,2019-06-13T17:00:00,16.0,1280.0,5200.0,0.0,0.0,198.288,204.237,136.158,68.079,68.079,34.039,102.118,0.0,136.158,136.158,68.079,68.079,102.118,68.079,170.197,136.158,102.118,68.079,102.118,170.197,136.158,170.197,68.079,34.039,102.118,68.079,136.158,68.079,136.158,136.158,102.118,102.118,68.079,68.079,Installing ladder,10014.15
C2019-16_32,2019-06-14 17:00:00,2019-06-17T17:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,End Installing new gates/ Start Termination,
C2019-16_27,2019-06-17 08:00:00,2019-06-17T17:00:00,8.0,960.0,2500.0,0.0,0.0,105.876,109.052,72.702,36.351,36.351,18.175,54.526,0.0,72.702,72.702,36.351,36.351,54.526,36.351,90.877,72.702,54.526,36.351,54.526,90.877,72.702,90.877,36.351,18.175,54.526,36.351,72.702,36.351,72.702,72.702,54.526,54.526,36.351,36.351,Remove concrete blocks,5347.07
C2019-16_28,2019-06-18 08:00:00,2019-06-18T17:00:00,8.0,960.0,3600.0,0.0,0.0,139.536,143.722,95.815,47.907,47.907,23.954,71.861,0.0,95.815,95.815,47.907,47.907,71.861,47.907,119.768,95.815,71.861,47.907,71.861,119.768,95.815,119.768,47.907,23.954,71.861,47.907,95.815,47.907,95.815,95.815,71.861,71.861,47.907,47.907,Remove concrete and wooden partition,7046.99
C2019-16_29,2019-06-19 08:00:00,2019-06-19T17:00:00,8.0,960.0,3600.0,0.0,0.0,139.536,143.722,95.815,47.907,47.907,23.954,71.861,0.0,95.815,95.815,47.907,47.907,71.861,47.907,119.768,95.815,71.861,47.907,71.861,119.768,95.815,119.768,47.907,23.954,71.861,47.907,95.815,47.907,95.815,95.815,71.861,71.861,47.907,47.907,Cleaning site,7046.99
